"","x"
"(Intercept)",30.3959752012486
"underlying_LSC",1.02320811758885
"final_LSC",7.9487843505508
"underlying_intricacy",-0.383511891137381
"final_intricacy",-6.27762607298685
"underlying_LSC:final_LSC",6.50208284061159
"underlying_intricacy:final_intricacy",1.71995270807805
