,subject,set,pattern,visible_complexity_rating,imagined_complexity_rating,rtime,trial,LSC,intricacy,num_colours,num_revealed,underlying_LSC,underlying_intricacy
880,98r375ny,4,204,85,11,14271,41,0.8311935136254743,60,3,54,0.9021786191903493,86.0
881,98r375ny,4,172,99,99,4703,42,0.3507988707359171,21,3,15,0.946626538265491,63.0
882,98r375ny,4,191,1,3,7358,43,0.677246125180925,6,3,74,0.436944813114559,3.0
883,98r375ny,4,164,56,0,8071,44,0.8820969625736855,30,2,81,0.8820969625736855,30.0
884,98r375ny,4,199,44,1,7582,45,0.6734325814767176,120,3,44,0.3726122402818334,114.0
885,98r375ny,4,169,99,99,4383,46,0.3091753452749824,18,3,8,0.970575943324718,106.0
886,98r375ny,4,184,83,50,8031,47,0.5595173433892039,18,3,18,0.5366913127546721,30.0
887,98r375ny,4,202,86,18,7639,48,0.862463389716247,30,3,41,0.5366913127546721,30.0
888,98r375ny,4,170,99,97,5382,49,0.3264826500049776,19,3,9,0.8721238123967918,127.0
889,98r375ny,4,214,99,92,11942,50,1.0686073595373673,95,3,37,0.9676097794179505,134.0
890,98r375ny,4,194,100,98,5183,51,0.6684439589776937,49,3,25,0.9806767876398864,110.0
891,98r375ny,4,198,99,98,7175,52,0.7910278800815163,37,3,40,0.7973260104912844,32.0
892,98r375ny,4,187,96,92,6574,53,0.613460497492042,29,3,33,0.8134343165694118,62.0
893,98r375ny,4,215,95,86,13007,54,1.1860100908650992,117,3,52,0.9297137410864044,113.0
894,98r375ny,4,205,56,20,10934,55,0.854591723659465,45,3,71,0.586131803873728,40.0
895,98r375ny,4,206,92,79,5239,56,0.8688173112839913,39,3,26,0.8237862528535181,22.0
896,98r375ny,4,179,53,81,7503,57,0.4262352800194719,13,3,31,0.5366913127546721,30.0
897,98r375ny,4,201,76,55,4783,58,0.8374632620981224,27,3,47,0.916858816679865,28.0
898,98r375ny,4,177,100,99,4599,59,0.3949434703252076,23,3,9,0.9479751547424754,47.0
899,98r375ny,4,212,91,74,5951,60,1.0420777811240596,47,3,41,0.7266153533971146,106.0
900,9wqogfad,2,76,19,23,10248,1,0.4913445462137542,25,3,15,0.8573276323656119,39.0
901,9wqogfad,2,66,22,23,4450,2,0.3348875451841893,9,3,10,0.8325060520687275,70.0
902,9wqogfad,2,62,7,8,4934,3,0.2438849935631821,9,3,5,0.1179472434569747,7.0
903,9wqogfad,2,97,24,21,7631,4,0.9285807695435256,15,3,64,0.436944813114559,3.0
904,9wqogfad,2,92,35,36,5112,5,0.7804751118505173,47,3,36,0.7861743337667199,48.0
905,9wqogfad,2,88,38,42,6021,6,0.7269959505736927,22,3,37,0.916858816679865,28.0
906,9wqogfad,2,86,26,39,6189,7,0.6833524476814347,40,3,25,0.9748770128126518,94.0
907,9wqogfad,2,94,31,36,6952,8,0.8218508360546457,34,3,50,0.7973260104912844,32.0
908,9wqogfad,2,58,11,45,6574,9,0.1047651647070256,6,3,3,0.916858816679865,28.0
909,9wqogfad,2,91,43,44,20417,10,0.7950905573931756,28,3,78,0.6866368918045108,27.0
910,9wqogfad,2,106,47,56,5844,11,1.0623836132190436,121,3,27,0.8434276513958406,126.0
911,9wqogfad,2,98,53,61,4639,12,0.9062850759227804,30,3,44,0.8820969625736855,30.0
912,9wqogfad,2,64,2,11,5833,13,0.3064124398034145,7,2,7,0.5126409163433703,32.0
913,9wqogfad,2,63,51,59,7940,14,0.2621302066272348,22,3,11,0.9765683593847632,112.0
914,9wqogfad,2,95,65,71,5289,15,0.8112967213065888,52,3,41,0.8986092320669834,78.0
915,9wqogfad,2,72,20,62,5358,16,0.4394454839150852,19,3,8,0.961979984373074,37.0
916,9wqogfad,2,81,29,59,3977,17,0.606596208639326,29,3,12,0.7861743337667199,48.0
917,9wqogfad,2,59,25,45,7210,18,0.1590837955813729,11,3,3,0.9662936750968476,64.0
918,9wqogfad,2,63,30,52,4785,19,0.2621302066272348,22,3,11,0.9765683593847632,112.0
919,9wqogfad,2,89,61,65,19970,20,0.7194268972075625,40,3,35,0.946626538265491,63.0
920,9wqogfad,2,83,34,50,5318,21,0.6421850319325081,19,3,27,0.916858816679865,28.0
921,9wqogfad,2,98,69,76,16146,22,0.9062850759227804,30,3,44,0.8820969625736855,30.0
922,9wqogfad,2,70,41,57,5171,23,0.4108983617670244,12,3,30,0.6866368918045108,27.0
923,9wqogfad,2,56,65,66,7826,24,0.8493127920205841,66,2,81,0.8493127920205841,66.0
924,9wqogfad,2,90,52,57,7648,25,0.7255347631242008,38,3,21,0.7266153533971146,106.0
925,9wqogfad,2,78,13,25,8221,26,0.6109854054102395,11,3,32,0.0218120056481487,5.0
926,9wqogfad,2,65,45,66,8126,27,0.3092511907403419,10,3,8,0.8237862528535181,22.0
927,9wqogfad,2,73,20,58,5220,28,0.5054080072319812,5,3,35,0.377464279124328,11.0
928,9wqogfad,2,80,31,52,5569,29,0.6047254368348421,28,3,18,0.7540329631872313,74.0
929,9wqogfad,2,100,55,68,5594,30,0.8821299826107337,68,3,23,0.8253869309445139,41.0
930,9wqogfad,2,66,32,62,4312,31,0.3348875451841893,9,3,10,0.8325060520687275,70.0
931,9wqogfad,2,57,63,63,9068,32,0.9566962770626366,134,2,81,0.9566962770626366,134.0
932,9wqogfad,2,101,42,63,11142,33,0.9110266386095636,66,3,22,0.9297137410864044,113.0
933,9wqogfad,2,74,29,49,6041,34,0.5124044325730495,7,3,21,0.347287799177756,2.0
934,9wqogfad,2,96,37,48,4932,35,0.8724228209098117,25,3,58,0.6866368918045108,27.0
935,9wqogfad,2,87,38,51,6079,36,0.6964658621109567,36,3,21,0.8559935464734297,29.0
936,9wqogfad,2,99,58,61,6038,37,0.8629008547411311,69,3,44,0.971016706825666,108.0
937,9wqogfad,2,93,58,63,7213,38,0.7015074435312239,104,3,47,0.9365506107841312,177.0
938,9wqogfad,2,79,46,57,4409,39,0.6063491251349904,26,3,16,0.9668164998304252,98.0
939,9wqogfad,2,69,49,57,3412,40,0.3867239593159077,25,3,13,0.9633856455933564,64.0
940,9wqogfad,2,71,41,49,5852,41,0.2387749878406579,129,3,17,0.3375488009445939,621.0
941,9wqogfad,2,77,45,54,5821,42,0.5006900072129126,26,3,11,0.7266153533971146,106.0
942,9wqogfad,2,55,40,49,8783,43,0.3709748019792861,17,2,81,0.3709748019792861,17.0
943,9wqogfad,2,85,56,61,8150,44,0.7200837345528227,15,3,45,0.9085637425139398,12.0
944,9wqogfad,2,60,9,44,4548,45,0.1803364021292067,9,3,3,0.9668164998304252,98.0
945,9wqogfad,2,104,36,51,4203,46,1.0807989491290677,71,3,33,0.846994161972378,84.0
946,9wqogfad,2,108,68,70,5398,47,1.3064747141393078,167,3,37,0.8434276513958406,126.0
947,9wqogfad,2,58,14,44,4072,48,0.1047651647070256,6,3,3,0.916858816679865,28.0
948,9wqogfad,2,84,47,57,14746,49,0.6457072882550682,37,3,23,0.8134343165694118,62.0
949,9wqogfad,2,68,51,62,3639,50,0.3710535513609415,20,3,12,0.7758467648914809,36.0
950,9wqogfad,2,69,50,57,3509,51,0.3867239593159077,25,3,13,0.9633856455933564,64.0
951,9wqogfad,2,65,56,61,4104,52,0.3092511907403419,10,3,8,0.8237862528535181,22.0
952,9wqogfad,2,102,59,59,9769,53,0.390870413458231,446,3,57,0.3375488009445939,621.0
953,9wqogfad,2,103,61,62,8120,54,0.9571239785965506,123,3,75,0.8434276513958406,126.0
954,9wqogfad,2,82,42,64,5445,55,0.6144556771986371,35,3,23,0.1503843675749793,26.0
955,9wqogfad,2,107,68,72,25415,56,1.1333085532433815,131,3,67,0.9676097794179505,134.0
956,9wqogfad,2,105,64,69,10619,57,1.097774230811072,89,3,32,0.9297137410864044,113.0
957,9wqogfad,2,75,54,58,26894,58,0.4801126847380468,31,3,20,0.7973260104912844,32.0
958,9wqogfad,2,67,7,22,5367,59,0.3908410421433057,6,2,12,0.0218120056481487,5.0
959,9wqogfad,2,61,16,18,6504,60,0.2340404904357064,8,3,75,0.1179472434569747,7.0
960,a24vx295,4,216,65,66,11323,1,1.3011256677898475,81,3,53,0.9479751547424754,47.0
961,a24vx295,4,205,37,7,12111,2,0.854591723659465,45,3,71,0.586131803873728,40.0
962,a24vx295,4,201,46,49,9082,3,0.8374632620981224,27,3,47,0.916858816679865,28.0
963,a24vx295,4,191,18,1,5803,4,0.677246125180925,6,3,74,0.436944813114559,3.0
964,a24vx295,4,170,31,79,7858,5,0.3264826500049776,19,3,9,0.8721238123967918,127.0
965,a24vx295,4,187,53,59,5426,6,0.613460497492042,29,3,33,0.8134343165694118,62.0
966,a24vx295,4,183,54,58,10339,7,0.4453448668358873,51,3,25,0.8434276513958406,126.0
967,a24vx295,4,177,42,64,6158,8,0.3949434703252076,23,3,9,0.9479751547424754,47.0
968,a24vx295,4,200,60,57,6410,9,0.7877732955340623,46,3,43,0.8493127920205841,66.0
969,a24vx295,4,182,51,67,6160,10,0.4895868455541154,15,3,16,0.8237862528535181,22.0
970,a24vx295,4,175,9,20,22707,11,0.3989856936066486,8,3,13,0.1179472434569747,7.0
971,a24vx295,4,202,17,21,6030,12,0.862463389716247,30,3,41,0.5366913127546721,30.0
972,a24vx295,4,168,9,23,4728,13,0.176291500995151,9,3,3,0.8134343165694118,62.0
973,a24vx295,4,184,11,19,5084,14,0.5595173433892039,18,3,18,0.5366913127546721,30.0
974,a24vx295,4,165,95,94,6539,15,0.9724226038193264,146,2,81,0.9724226038193264,146.0
975,a24vx295,4,199,47,46,13447,16,0.6734325814767176,120,3,44,0.3726122402818334,114.0
976,a24vx295,4,178,22,45,5882,17,0.4079937507842207,18,3,8,0.9668164998304252,98.0
977,a24vx295,4,210,86,86,4396,18,0.7798671275450725,166,3,24,0.2991310414639597,676.0
978,a24vx295,4,188,21,39,4721,19,0.638008520198901,21,3,31,0.586131803873728,40.0
979,a24vx295,4,180,22,41,4375,20,0.4493649940130184,13,3,28,0.3709748019792861,17.0
980,a24vx295,4,195,41,49,3759,21,0.6989641540059465,44,3,31,0.8986092320669834,78.0
981,a24vx295,4,164,87,87,4591,22,0.8820969625736855,30,2,81,0.8820969625736855,30.0
982,a24vx295,4,176,33,73,4143,23,0.3818311282520559,27,3,10,0.960681764435038,87.0
983,a24vx295,4,173,31,63,5260,24,0.3395589513172429,31,3,14,0.3726122402818334,114.0
984,a24vx295,4,166,27,76,12141,25,0.1031037488543488,7,3,4,0.846994161972378,84.0
985,a24vx295,4,215,72,80,4473,26,1.1860100908650992,117,3,52,0.9297137410864044,113.0
986,a24vx295,4,212,50,52,3401,27,1.0420777811240596,47,3,41,0.7266153533971146,106.0
987,a24vx295,4,206,38,51,4343,28,0.8688173112839913,39,3,26,0.8237862528535181,22.0
988,a24vx295,4,185,29,37,4564,29,0.6051645846170632,29,3,13,0.846994161972378,84.0
989,a24vx295,4,213,71,80,4695,30,0.9289439316455628,140,3,67,0.9365506107841312,177.0
990,a24vx295,4,181,17,43,3485,31,0.4791830882294255,13,3,11,0.3726122402818334,114.0
991,a24vx295,4,204,52,62,4217,32,0.8311935136254743,60,3,54,0.9021786191903493,86.0
992,a24vx295,4,189,12,42,3473,33,0.6414602128509337,19,3,35,0.1179472434569747,7.0
993,a24vx295,4,172,27,63,3750,34,0.3507988707359171,21,3,15,0.946626538265491,63.0
994,a24vx295,4,216,43,56,4901,35,1.3011256677898475,81,3,53,0.9479751547424754,47.0
995,a24vx295,4,190,30,43,3741,36,0.6190789875997389,38,3,41,0.7702311617391767,62.0
996,a24vx295,4,209,39,49,8142,37,0.9297299128467926,56,3,23,0.846994161972378,84.0
997,a24vx295,4,176,29,77,4178,38,0.3818311282520559,27,3,10,0.960681764435038,87.0
998,a24vx295,4,179,13,34,5116,39,0.4262352800194719,13,3,31,0.5366913127546721,30.0
999,a24vx295,4,171,16,43,4350,40,0.356342238577416,13,3,8,0.7702311617391767,62.0
1000,a24vx295,4,207,29,45,3240,41,0.8864934272407439,36,3,42,0.6744294655429091,36.0
1001,a24vx295,4,197,74,84,3387,42,0.7167609284843239,73,3,46,0.9765683593847632,112.0
1002,a24vx295,4,203,34,39,5708,43,0.8974010156175157,8,3,44,0.436944813114559,3.0
1003,a24vx295,4,186,51,62,6323,44,0.5948589818533224,36,3,15,0.9804606443733836,118.0
1004,a24vx295,4,167,20,54,4374,45,0.1509014706290701,16,3,3,0.1503843675749793,26.0
1005,a24vx295,4,208,37,45,3791,46,0.9110842342660554,35,3,51,0.8559935464734297,29.0
1006,a24vx295,4,192,47,66,4432,47,0.6444621630619757,44,3,31,0.7266153533971146,106.0
1007,a24vx295,4,198,57,70,3224,48,0.7910278800815163,37,3,40,0.7973260104912844,32.0
1008,a24vx295,4,193,23,33,3149,49,0.6797611222595863,36,3,29,0.7540329631872313,74.0
1009,a24vx295,4,169,16,47,4598,50,0.3091753452749824,18,3,8,0.970575943324718,106.0
1010,a24vx295,4,211,69,74,5249,51,0.958806385889828,77,3,71,0.8986092320669834,78.0
1011,a24vx295,4,214,74,85,3684,52,1.0686073595373673,95,3,37,0.9676097794179505,134.0
1012,a24vx295,4,171,20,60,3818,53,0.356342238577416,13,3,8,0.7702311617391767,62.0
1013,a24vx295,4,163,24,23,7186,54,0.347287799177756,2,2,81,0.347287799177756,2.0
1014,a24vx295,4,194,68,80,3586,55,0.6684439589776937,49,3,25,0.9806767876398864,110.0
1015,a24vx295,4,206,49,64,4810,56,0.8688173112839913,39,3,26,0.8237862528535181,22.0
1016,a24vx295,4,196,64,69,3883,57,0.7219807493093688,61,3,38,0.9417446189245124,131.0
1017,a24vx295,4,193,19,28,3791,58,0.6797611222595863,36,3,29,0.7540329631872313,74.0
1018,a24vx295,4,178,4,31,3476,59,0.4079937507842207,18,3,8,0.9668164998304252,98.0
1019,a24vx295,4,174,38,61,3421,60,0.3166127993157546,55,3,17,0.9365506107841312,177.0
1020,a3ef62qu,1,22,64,54,44717,1,0.5122615892207323,23,3,11,0.5366913127546721,30.0
1021,a3ef62qu,1,33,34,39,14911,2,0.7010989416371628,43,3,34,0.9021786191903493,86.0
1022,a3ef62qu,1,25,34,35,10328,3,0.6142710144082902,22,3,20,0.211232953257335,5.0
1023,a3ef62qu,1,15,50,53,8437,4,0.3754102726299531,27,3,7,0.9765683593847632,112.0
1024,a3ef62qu,1,38,63,57,11966,5,0.7621729416081634,64,3,17,0.9765683593847632,112.0
1025,a3ef62qu,1,22,39,46,4959,6,0.5122615892207323,23,3,11,0.5366913127546721,30.0
1026,a3ef62qu,1,39,60,55,6619,7,0.8091433697438183,44,3,45,0.946626538265491,63.0
1027,a3ef62qu,1,36,54,56,17026,8,0.7583544816703526,61,3,34,0.971016706825666,108.0
1028,a3ef62qu,1,50,32,33,7727,9,1.0964586248637271,64,3,32,0.7861743337667199,48.0
1029,a3ef62qu,1,14,25,24,5042,10,0.3845854546454057,15,3,10,0.1836646302863872,10.0
1030,a3ef62qu,1,8,27,41,8075,11,0.3340693395882899,3,2,19,0.211232953257335,5.0
1031,a3ef62qu,1,5,62,58,5576,12,0.156049862497609,14,3,4,0.714319788998292,186.0
1032,a3ef62qu,1,34,43,41,5024,13,0.6906282766265875,63,3,41,0.9765683593847632,112.0
1033,a3ef62qu,1,54,73,71,5558,14,1.2757925239146377,125,3,57,0.9566962770626366,134.0
1034,a3ef62qu,1,21,69,65,5380,15,0.4902993214414688,28,3,13,0.916858816679865,28.0
1035,a3ef62qu,1,48,17,22,6630,16,0.9169710325390452,109,3,65,0.8434276513958406,126.0
1036,a3ef62qu,1,17,37,33,6443,17,0.4300659169654007,18,3,24,0.9217867638198928,45.0
1037,a3ef62qu,1,6,35,48,9229,18,0.1876405528433906,6,3,3,0.9005890912789549,59.0
1038,a3ef62qu,1,35,72,70,9620,19,0.7723177389186597,33,3,36,0.8013583542890702,29.0
1039,a3ef62qu,1,40,61,57,7606,20,0.8483612905676081,24,3,46,0.8820969625736855,30.0
1040,a3ef62qu,1,42,28,28,5382,21,0.8462986770813339,51,3,61,0.7702311617391767,62.0
1041,a3ef62qu,1,45,60,54,5853,22,0.9093384157108588,61,3,27,0.961979984373074,37.0
1042,a3ef62qu,1,52,76,66,6566,23,1.2145662879877976,142,3,67,0.9566962770626366,134.0
1043,a3ef62qu,1,36,31,34,3677,24,0.7583544816703526,61,3,34,0.971016706825666,108.0
1044,a3ef62qu,1,32,22,24,5621,25,0.6837309308483916,45,3,28,0.9417446189245124,131.0
1045,a3ef62qu,1,46,14,27,6022,26,0.9294936308578554,61,3,24,0.9662936750968476,64.0
1046,a3ef62qu,1,20,33,41,8892,27,0.4701754606993975,22,3,13,0.8352107704266692,63.0
1047,a3ef62qu,1,51,58,56,7693,28,1.071057236425062,144,3,40,0.3726122402818334,114.0
1048,a3ef62qu,1,11,20,31,5202,29,0.3591837367869553,9,3,23,0.8559935464734297,29.0
1049,a3ef62qu,1,44,54,51,5203,30,0.8380444480927665,82,3,56,0.9765683593847632,112.0
1050,a3ef62qu,1,14,15,26,3930,31,0.3845854546454057,15,3,10,0.1836646302863872,10.0
1051,a3ef62qu,1,28,31,24,8769,32,0.6246266176931486,34,3,17,0.8493127920205841,66.0
1052,a3ef62qu,1,26,34,40,6222,33,0.6012176783568561,33,3,21,0.7266153533971146,106.0
1053,a3ef62qu,1,43,15,20,4633,34,0.9251247704584132,21,3,40,0.6846668431999672,7.0
1054,a3ef62qu,1,23,30,36,5556,35,0.4380985052173102,75,3,24,0.3726122402818334,114.0
1055,a3ef62qu,1,53,64,62,4353,36,1.242279539723982,133,3,33,0.8933253295145774,46.0
1056,a3ef62qu,1,16,35,35,4761,37,0.4162224756014276,9,3,25,0.9085637425139398,12.0
1057,a3ef62qu,1,49,52,53,5452,38,1.010512277793566,67,3,74,0.9662936750968476,64.0
1058,a3ef62qu,1,44,58,55,4043,39,0.8380444480927665,82,3,56,0.9765683593847632,112.0
1059,a3ef62qu,1,13,17,19,5425,40,0.3752558173901754,9,3,74,0.2255708268386491,6.0
1060,a3ef62qu,1,18,9,11,4474,41,0.4408743309460485,17,3,9,0.7540329631872313,74.0
1061,a3ef62qu,1,12,23,26,4282,42,0.358020219857293,20,3,10,0.7763934740203636,32.0
1062,a3ef62qu,1,3,38,36,4422,43,0.9417446189245124,131,2,81,0.9417446189245124,131.0
1063,a3ef62qu,1,9,10,14,5944,44,0.3606001089282001,4,3,15,0.377464279124328,11.0
1064,a3ef62qu,1,31,34,39,3875,45,0.6130415859539543,74,3,35,0.8434276513958406,126.0
1065,a3ef62qu,1,37,38,41,10470,46,0.8052085886012976,32,3,36,0.759619233755914,38.0
1066,a3ef62qu,1,41,9,11,4399,47,0.8639526186508597,14,3,73,0.6846668431999672,7.0
1067,a3ef62qu,1,24,62,62,4493,48,0.5884341075635763,26,3,15,0.9669991259544,70.0
1068,a3ef62qu,1,30,62,58,3843,49,0.6459621798263714,30,3,26,0.8013583542890702,29.0
1069,a3ef62qu,1,19,43,40,3742,50,0.4733665098670601,13,3,17,0.916858816679865,28.0
1070,a3ef62qu,1,10,19,29,4399,51,0.3476570253930679,13,3,13,0.4539059575689228,66.0
1071,a3ef62qu,1,47,46,48,4981,52,1.0022813680192917,46,3,59,0.9479751547424754,47.0
1072,a3ef62qu,1,7,38,59,7002,53,0.3042981748132402,19,3,5,0.9798178198285872,129.0
1073,a3ef62qu,1,29,37,44,6370,54,0.6516531785505184,17,3,48,0.6866368918045108,27.0
1074,a3ef62qu,1,19,51,47,3857,55,0.4733665098670601,13,3,17,0.916858816679865,28.0
1075,a3ef62qu,1,15,26,31,3381,56,0.3754102726299531,27,3,7,0.9765683593847632,112.0
1076,a3ef62qu,1,4,21,42,7005,57,0.0956678954281365,4,3,2,0.8237862528535181,22.0
1077,a3ef62qu,1,2,54,56,4994,58,0.7625797989041064,60,2,81,0.7625797989041064,60.0
1078,a3ef62qu,1,27,46,50,4441,59,0.623626006950254,24,3,15,0.8573276323656119,39.0
1079,a3ef62qu,1,1,9,16,5404,60,0.4102956940145065,13,2,81,0.4102956940145065,13.0
1080,asns086a,2,68,49,40,7405,1,0.3710535513609415,20,3,12,0.7758467648914809,36.0
1081,asns086a,2,58,12,13,4964,2,0.1047651647070256,6,3,3,0.916858816679865,28.0
1082,asns086a,2,78,30,25,4016,3,0.6109854054102395,11,3,32,0.0218120056481487,5.0
1083,asns086a,2,106,79,88,4490,4,1.0623836132190436,121,3,27,0.8434276513958406,126.0
1084,asns086a,2,102,39,30,4410,5,0.390870413458231,446,3,57,0.3375488009445939,621.0
1085,asns086a,2,64,2,2,3774,6,0.3064124398034145,7,2,7,0.5126409163433703,32.0
1086,asns086a,2,91,82,83,4902,7,0.7950905573931756,28,3,78,0.6866368918045108,27.0
1087,asns086a,2,69,57,61,4844,8,0.3867239593159077,25,3,13,0.9633856455933564,64.0
1088,asns086a,2,97,45,50,4461,9,0.9285807695435256,15,3,64,0.436944813114559,3.0
1089,asns086a,2,63,29,25,4112,10,0.2621302066272348,22,3,11,0.9765683593847632,112.0
1090,asns086a,2,75,46,39,4291,11,0.4801126847380468,31,3,20,0.7973260104912844,32.0
1091,asns086a,2,74,33,23,5077,12,0.5124044325730495,7,3,21,0.347287799177756,2.0
1092,asns086a,2,71,30,25,3804,13,0.2387749878406579,129,3,17,0.3375488009445939,621.0
1093,asns086a,2,84,65,73,3939,14,0.6457072882550682,37,3,23,0.8134343165694118,62.0
1094,asns086a,2,90,52,39,2701,15,0.7255347631242008,38,3,21,0.7266153533971146,106.0
1095,asns086a,2,92,70,72,4474,16,0.7804751118505173,47,3,36,0.7861743337667199,48.0
1096,asns086a,2,104,38,48,5246,17,1.0807989491290677,71,3,33,0.846994161972378,84.0
1097,asns086a,2,76,69,67,5179,18,0.4913445462137542,25,3,15,0.8573276323656119,39.0
1098,asns086a,2,59,29,47,4359,19,0.1590837955813729,11,3,3,0.9662936750968476,64.0
1099,asns086a,2,67,1,5,4485,20,0.3908410421433057,6,2,12,0.0218120056481487,5.0
1100,asns086a,2,100,62,63,3813,21,0.8821299826107337,68,3,23,0.8253869309445139,41.0
1101,asns086a,2,86,74,72,3381,22,0.6833524476814347,40,3,25,0.9748770128126518,94.0
1102,asns086a,2,101,60,45,3792,23,0.9110266386095636,66,3,22,0.9297137410864044,113.0
1103,asns086a,2,83,34,31,3210,24,0.6421850319325081,19,3,27,0.916858816679865,28.0
1104,asns086a,2,82,25,29,3499,25,0.6144556771986371,35,3,23,0.1503843675749793,26.0
1105,asns086a,2,65,35,31,5013,26,0.3092511907403419,10,3,8,0.8237862528535181,22.0
1106,asns086a,2,103,51,56,6152,27,0.9571239785965506,123,3,75,0.8434276513958406,126.0
1107,asns086a,2,73,21,25,4180,28,0.5054080072319812,5,3,35,0.377464279124328,11.0
1108,asns086a,2,94,51,42,4037,29,0.8218508360546457,34,3,50,0.7973260104912844,32.0
1109,asns086a,2,86,25,25,3703,30,0.6833524476814347,40,3,25,0.9748770128126518,94.0
1110,asns086a,2,99,26,16,4060,31,0.8629008547411311,69,3,44,0.971016706825666,108.0
1111,asns086a,2,105,22,20,3368,32,1.097774230811072,89,3,32,0.9297137410864044,113.0
1112,asns086a,2,81,23,45,3338,33,0.606596208639326,29,3,12,0.7861743337667199,48.0
1113,asns086a,2,89,36,51,3894,34,0.7194268972075625,40,3,35,0.946626538265491,63.0
1114,asns086a,2,107,24,34,4264,35,1.1333085532433815,131,3,67,0.9676097794179505,134.0
1115,asns086a,2,56,67,55,5482,36,0.8493127920205841,66,2,81,0.8493127920205841,66.0
1116,asns086a,2,55,23,55,3853,37,0.3709748019792861,17,2,81,0.3709748019792861,17.0
1117,asns086a,2,72,27,49,3825,38,0.4394454839150852,19,3,8,0.961979984373074,37.0
1118,asns086a,2,98,41,56,3487,39,0.9062850759227804,30,3,44,0.8820969625736855,30.0
1119,asns086a,2,81,25,49,2911,40,0.606596208639326,29,3,12,0.7861743337667199,48.0
1120,asns086a,2,61,39,40,4882,41,0.2340404904357064,8,3,75,0.1179472434569747,7.0
1121,asns086a,2,62,26,52,4195,42,0.2438849935631821,9,3,5,0.1179472434569747,7.0
1122,asns086a,2,96,43,56,4246,43,0.8724228209098117,25,3,58,0.6866368918045108,27.0
1123,asns086a,2,80,23,57,4797,44,0.6047254368348421,28,3,18,0.7540329631872313,74.0
1124,asns086a,2,93,50,62,5047,45,0.7015074435312239,104,3,47,0.9365506107841312,177.0
1125,asns086a,2,60,32,53,4489,46,0.1803364021292067,9,3,3,0.9668164998304252,98.0
1126,asns086a,2,97,28,55,3737,47,0.9285807695435256,15,3,64,0.436944813114559,3.0
1127,asns086a,2,66,35,55,5267,48,0.3348875451841893,9,3,10,0.8325060520687275,70.0
1128,asns086a,2,79,33,54,5057,49,0.6063491251349904,26,3,16,0.9668164998304252,98.0
1129,asns086a,2,95,43,61,3722,50,0.8112967213065888,52,3,41,0.8986092320669834,78.0
1130,asns086a,2,108,37,56,3565,51,1.3064747141393078,167,3,37,0.8434276513958406,126.0
1131,asns086a,2,61,33,44,4918,52,0.2340404904357064,8,3,75,0.1179472434569747,7.0
1132,asns086a,2,85,44,52,6936,53,0.7200837345528227,15,3,45,0.9085637425139398,12.0
1133,asns086a,2,57,54,53,4324,54,0.9566962770626366,134,2,81,0.9566962770626366,134.0
1134,asns086a,2,87,57,49,3486,55,0.6964658621109567,36,3,21,0.8559935464734297,29.0
1135,asns086a,2,107,63,53,4474,56,1.1333085532433815,131,3,67,0.9676097794179505,134.0
1136,asns086a,2,77,47,54,4463,57,0.5006900072129126,26,3,11,0.7266153533971146,106.0
1137,asns086a,2,76,59,52,3192,58,0.4913445462137542,25,3,15,0.8573276323656119,39.0
1138,asns086a,2,88,53,55,3980,59,0.7269959505736927,22,3,37,0.916858816679865,28.0
1139,asns086a,2,70,53,54,4392,60,0.4108983617670244,12,3,30,0.6866368918045108,27.0
1140,bl6b9uro,1,43,10,31,6466,1,0.9251247704584132,21,3,40,0.6846668431999672,7.0
1141,bl6b9uro,1,26,40,45,3554,2,0.6012176783568561,33,3,21,0.7266153533971146,106.0
1142,bl6b9uro,1,48,51,51,4120,3,0.9169710325390452,109,3,65,0.8434276513958406,126.0
1143,bl6b9uro,1,10,85,80,4650,4,0.3476570253930679,13,3,13,0.4539059575689228,66.0
1144,bl6b9uro,1,5,83,82,4764,5,0.156049862497609,14,3,4,0.714319788998292,186.0
1145,bl6b9uro,1,18,50,51,4842,6,0.4408743309460485,17,3,9,0.7540329631872313,74.0
1146,bl6b9uro,1,16,21,28,4105,7,0.4162224756014276,9,3,25,0.9085637425139398,12.0
1147,bl6b9uro,1,53,86,85,4756,8,1.242279539723982,133,3,33,0.8933253295145774,46.0
1148,bl6b9uro,1,24,81,77,3320,9,0.5884341075635763,26,3,15,0.9669991259544,70.0
1149,bl6b9uro,1,48,70,62,2917,10,0.9169710325390452,109,3,65,0.8434276513958406,126.0
1150,bl6b9uro,1,32,50,49,4507,11,0.6837309308483916,45,3,28,0.9417446189245124,131.0
1151,bl6b9uro,1,20,26,34,4907,12,0.4701754606993975,22,3,13,0.8352107704266692,63.0
1152,bl6b9uro,1,34,73,72,4221,13,0.6906282766265875,63,3,41,0.9765683593847632,112.0
1153,bl6b9uro,1,1,13,18,4507,14,0.4102956940145065,13,2,81,0.4102956940145065,13.0
1154,bl6b9uro,1,29,23,28,6846,15,0.6516531785505184,17,3,48,0.6866368918045108,27.0
1155,bl6b9uro,1,5,24,26,8800,16,0.156049862497609,14,3,4,0.714319788998292,186.0
1156,bl6b9uro,1,35,22,25,8541,17,0.7723177389186597,33,3,36,0.8013583542890702,29.0
1157,bl6b9uro,1,30,46,47,6031,18,0.6459621798263714,30,3,26,0.8013583542890702,29.0
1158,bl6b9uro,1,22,33,32,8134,19,0.5122615892207323,23,3,11,0.5366913127546721,30.0
