,subject,set,pattern,visible_complexity_rating,imagined_complexity_rating,rtime,trial,LSC,intricacy,num_colours,num_revealed,underlying_LSC,underlying_intricacy
1616,f3t8r8zl,4,189,41,53,4943,57,0.6414602128509337,19,3,35,0.1179472434569747,7.0
1617,f3t8r8zl,4,214,66,74,4038,58,1.0686073595373673,95,3,37,0.9676097794179505,134.0
1618,f3t8r8zl,4,199,57,64,4952,59,0.6734325814767176,120,3,44,0.3726122402818334,114.0
1619,f3t8r8zl,4,182,64,73,3862,60,0.4895868455541154,15,3,16,0.8237862528535181,22.0
1620,fafl6odp,4,186,31,38,19678,1,0.5948589818533224,36,3,15,0.9804606443733836,118.0
1621,fafl6odp,4,208,61,66,17380,2,0.9110842342660554,35,3,51,0.8559935464734297,29.0
1622,fafl6odp,4,178,49,54,6658,3,0.4079937507842207,18,3,8,0.9668164998304252,98.0
1623,fafl6odp,4,211,78,78,5338,4,0.958806385889828,77,3,71,0.8986092320669834,78.0
1624,fafl6odp,4,163,40,36,5924,5,0.347287799177756,2,2,81,0.347287799177756,2.0
1625,fafl6odp,4,183,49,74,6532,6,0.4453448668358873,51,3,25,0.8434276513958406,126.0
1626,fafl6odp,4,187,73,83,5596,7,0.613460497492042,29,3,33,0.8134343165694118,62.0
1627,fafl6odp,4,216,90,91,3727,8,1.3011256677898475,81,3,53,0.9479751547424754,47.0
1628,fafl6odp,4,203,50,62,5438,9,0.8974010156175157,8,3,44,0.436944813114559,3.0
1629,fafl6odp,4,214,90,90,3616,10,1.0686073595373673,95,3,37,0.9676097794179505,134.0
1630,fafl6odp,4,204,89,93,2938,11,0.8311935136254743,60,3,54,0.9021786191903493,86.0
1631,fafl6odp,4,194,87,94,3031,12,0.6684439589776937,49,3,25,0.9806767876398864,110.0
1632,fafl6odp,4,192,69,95,4134,13,0.6444621630619757,44,3,31,0.7266153533971146,106.0
1633,fafl6odp,4,189,40,48,5217,14,0.6414602128509337,19,3,35,0.1179472434569747,7.0
1634,fafl6odp,4,209,55,78,5283,15,0.9297299128467926,56,3,23,0.846994161972378,84.0
1635,fafl6odp,4,201,77,93,5172,16,0.8374632620981224,27,3,47,0.916858816679865,28.0
1636,fafl6odp,4,167,50,86,7290,17,0.1509014706290701,16,3,3,0.1503843675749793,26.0
1637,fafl6odp,4,207,66,89,4712,18,0.8864934272407439,36,3,42,0.6744294655429091,36.0
1638,fafl6odp,4,210,71,93,5116,19,0.7798671275450725,166,3,24,0.2991310414639597,676.0
1639,fafl6odp,4,179,57,71,4883,20,0.4262352800194719,13,3,31,0.5366913127546721,30.0
1640,fafl6odp,4,171,61,72,3334,21,0.356342238577416,13,3,8,0.7702311617391767,62.0
1641,fafl6odp,4,201,82,88,3455,22,0.8374632620981224,27,3,47,0.916858816679865,28.0
1642,fafl6odp,4,198,67,83,4498,23,0.7910278800815163,37,3,40,0.7973260104912844,32.0
1643,fafl6odp,4,200,67,85,3782,24,0.7877732955340623,46,3,43,0.8493127920205841,66.0
1644,fafl6odp,4,169,62,79,4310,25,0.3091753452749824,18,3,8,0.970575943324718,106.0
1645,fafl6odp,4,182,72,88,3047,26,0.4895868455541154,15,3,16,0.8237862528535181,22.0
1646,fafl6odp,4,185,68,78,4422,27,0.6051645846170632,29,3,13,0.846994161972378,84.0
1647,fafl6odp,4,193,61,71,3923,28,0.6797611222595863,36,3,29,0.7540329631872313,74.0
1648,fafl6odp,4,191,50,52,4616,29,0.677246125180925,6,3,74,0.436944813114559,3.0
1649,fafl6odp,4,199,65,75,5423,30,0.6734325814767176,120,3,44,0.3726122402818334,114.0
1650,fafl6odp,4,188,38,49,4047,31,0.638008520198901,21,3,31,0.586131803873728,40.0
1651,fafl6odp,4,205,48,61,3376,32,0.854591723659465,45,3,71,0.586131803873728,40.0
1652,fafl6odp,4,215,86,91,3485,33,1.1860100908650992,117,3,52,0.9297137410864044,113.0
1653,fafl6odp,4,176,50,81,3990,34,0.3818311282520559,27,3,10,0.960681764435038,87.0
1654,fafl6odp,4,177,43,79,3968,35,0.3949434703252076,23,3,9,0.9479751547424754,47.0
1655,fafl6odp,4,212,67,80,5103,36,1.0420777811240596,47,3,41,0.7266153533971146,106.0
1656,fafl6odp,4,185,55,86,3414,37,0.6051645846170632,29,3,13,0.846994161972378,84.0
1657,fafl6odp,4,166,35,73,4030,38,0.1031037488543488,7,3,4,0.846994161972378,84.0
1658,fafl6odp,4,174,75,87,4728,39,0.3166127993157546,55,3,17,0.9365506107841312,177.0
1659,fafl6odp,4,202,37,52,4415,40,0.862463389716247,30,3,41,0.5366913127546721,30.0
1660,fafl6odp,4,195,71,81,3061,41,0.6989641540059465,44,3,31,0.8986092320669834,78.0
1661,fafl6odp,4,196,68,77,5164,42,0.7219807493093688,61,3,38,0.9417446189245124,131.0
1662,fafl6odp,4,175,11,28,4632,43,0.3989856936066486,8,3,13,0.1179472434569747,7.0
1663,fafl6odp,4,165,100,99,4554,44,0.9724226038193264,146,2,81,0.9724226038193264,146.0
1664,fafl6odp,4,168,25,39,4930,45,0.176291500995151,9,3,3,0.8134343165694118,62.0
1665,fafl6odp,4,184,38,50,5627,46,0.5595173433892039,18,3,18,0.5366913127546721,30.0
1666,fafl6odp,4,196,57,72,4187,47,0.7219807493093688,61,3,38,0.9417446189245124,131.0
1667,fafl6odp,4,181,18,36,4900,48,0.4791830882294255,13,3,11,0.3726122402818334,114.0
1668,fafl6odp,4,206,46,54,9456,49,0.8688173112839913,39,3,26,0.8237862528535181,22.0
1669,fafl6odp,4,163,49,50,5446,50,0.347287799177756,2,2,81,0.347287799177756,2.0
1670,fafl6odp,4,203,42,63,4632,51,0.8974010156175157,8,3,44,0.436944813114559,3.0
1671,fafl6odp,4,180,29,41,3868,52,0.4493649940130184,13,3,28,0.3709748019792861,17.0
1672,fafl6odp,4,170,36,46,4195,53,0.3264826500049776,19,3,9,0.8721238123967918,127.0
1673,fafl6odp,4,164,78,93,4126,54,0.8820969625736855,30,2,81,0.8820969625736855,30.0
1674,fafl6odp,4,172,39,68,5226,55,0.3507988707359171,21,3,15,0.946626538265491,63.0
1675,fafl6odp,4,173,37,57,5907,56,0.3395589513172429,31,3,14,0.3726122402818334,114.0
1676,fafl6odp,4,190,50,67,5664,57,0.6190789875997389,38,3,41,0.7702311617391767,62.0
1677,fafl6odp,4,197,59,87,5266,58,0.7167609284843239,73,3,46,0.9765683593847632,112.0
1678,fafl6odp,4,213,69,92,3587,59,0.9289439316455628,140,3,67,0.9365506107841312,177.0
1679,fafl6odp,4,211,61,81,5643,60,0.958806385889828,77,3,71,0.8986092320669834,78.0
1680,gv15r07r,1,40,13,12,11904,1,0.8483612905676081,24,3,46,0.8820969625736855,30.0
1681,gv15r07r,1,43,40,27,13010,2,0.9251247704584132,21,3,40,0.6846668431999672,7.0
1682,gv15r07r,1,20,19,19,7540,3,0.4701754606993975,22,3,13,0.8352107704266692,63.0
1683,gv15r07r,1,30,53,43,6900,4,0.6459621798263714,30,3,26,0.8013583542890702,29.0
1684,gv15r07r,1,52,15,16,5742,5,1.2145662879877976,142,3,67,0.9566962770626366,134.0
1685,gv15r07r,1,23,14,25,6176,6,0.4380985052173102,75,3,24,0.3726122402818334,114.0
1686,gv15r07r,1,16,10,7,6651,7,0.4162224756014276,9,3,25,0.9085637425139398,12.0
1687,gv15r07r,1,9,1,3,5606,8,0.3606001089282001,4,3,15,0.377464279124328,11.0
1688,gv15r07r,1,25,2,4,7226,9,0.6142710144082902,22,3,20,0.211232953257335,5.0
1689,gv15r07r,1,36,48,52,7052,10,0.7583544816703526,61,3,34,0.971016706825666,108.0
1690,gv15r07r,1,50,61,67,5966,11,1.0964586248637271,64,3,32,0.7861743337667199,48.0
1691,gv15r07r,1,44,53,57,6387,12,0.8380444480927665,82,3,56,0.9765683593847632,112.0
1692,gv15r07r,1,9,3,3,5542,13,0.3606001089282001,4,3,15,0.377464279124328,11.0
1693,gv15r07r,1,54,20,17,5356,14,1.2757925239146377,125,3,57,0.9566962770626366,134.0
1694,gv15r07r,1,32,54,62,6054,15,0.6837309308483916,45,3,28,0.9417446189245124,131.0
1695,gv15r07r,1,10,18,19,26844,16,0.3476570253930679,13,3,13,0.4539059575689228,66.0
1696,gv15r07r,1,14,48,59,5919,17,0.3845854546454057,15,3,10,0.1836646302863872,10.0
1697,gv15r07r,1,2,17,18,4970,18,0.7625797989041064,60,2,81,0.7625797989041064,60.0
1698,gv15r07r,1,19,4,4,5423,19,0.4733665098670601,13,3,17,0.916858816679865,28.0
1699,gv15r07r,1,35,28,27,7036,20,0.7723177389186597,33,3,36,0.8013583542890702,29.0
1700,gv15r07r,1,6,10,36,8460,21,0.1876405528433906,6,3,3,0.9005890912789549,59.0
1701,gv15r07r,1,27,22,48,5317,22,0.623626006950254,24,3,15,0.8573276323656119,39.0
1702,gv15r07r,1,46,39,54,5277,23,0.9294936308578554,61,3,24,0.9662936750968476,64.0
1703,gv15r07r,1,45,14,17,5774,24,0.9093384157108588,61,3,27,0.961979984373074,37.0
1704,gv15r07r,1,18,20,44,8372,25,0.4408743309460485,17,3,9,0.7540329631872313,74.0
1705,gv15r07r,1,41,9,14,11287,26,0.8639526186508597,14,3,73,0.6846668431999672,7.0
1706,gv15r07r,1,3,28,28,10780,27,0.9417446189245124,131,2,81,0.9417446189245124,131.0
1707,gv15r07r,1,14,16,35,7708,28,0.3845854546454057,15,3,10,0.1836646302863872,10.0
1708,gv15r07r,1,31,22,31,7444,29,0.6130415859539543,74,3,35,0.8434276513958406,126.0
1709,gv15r07r,1,33,29,34,8187,30,0.7010989416371628,43,3,34,0.9021786191903493,86.0
1710,gv15r07r,1,24,42,54,5382,31,0.5884341075635763,26,3,15,0.9669991259544,70.0
1711,gv15r07r,1,12,20,36,5785,32,0.358020219857293,20,3,10,0.7763934740203636,32.0
1712,gv15r07r,1,25,12,25,6446,33,0.6142710144082902,22,3,20,0.211232953257335,5.0
1713,gv15r07r,1,22,25,41,6783,34,0.5122615892207323,23,3,11,0.5366913127546721,30.0
1714,gv15r07r,1,37,28,31,7651,35,0.8052085886012976,32,3,36,0.759619233755914,38.0
1715,gv15r07r,1,48,33,36,7043,36,0.9169710325390452,109,3,65,0.8434276513958406,126.0
1716,gv15r07r,1,51,21,22,12202,37,1.071057236425062,144,3,40,0.3726122402818334,114.0
1717,gv15r07r,1,13,33,33,11735,38,0.3752558173901754,9,3,74,0.2255708268386491,6.0
1718,gv15r07r,1,38,31,42,7356,39,0.7621729416081634,64,3,17,0.9765683593847632,112.0
1719,gv15r07r,1,21,31,35,7776,40,0.4902993214414688,28,3,13,0.916858816679865,28.0
1720,gv15r07r,1,49,62,62,8123,41,1.010512277793566,67,3,74,0.9662936750968476,64.0
1721,gv15r07r,1,5,28,66,6862,42,0.156049862497609,14,3,4,0.714319788998292,186.0
1722,gv15r07r,1,26,51,60,6282,43,0.6012176783568561,33,3,21,0.7266153533971146,106.0
1723,gv15r07r,1,42,41,42,7712,44,0.8462986770813339,51,3,61,0.7702311617391767,62.0
1724,gv15r07r,1,15,57,72,5446,45,0.3754102726299531,27,3,7,0.9765683593847632,112.0
1725,gv15r07r,1,7,40,69,7973,46,0.3042981748132402,19,3,5,0.9798178198285872,129.0
1726,gv15r07r,1,28,50,60,5366,47,0.6246266176931486,34,3,17,0.8493127920205841,66.0
1727,gv15r07r,1,22,39,53,4429,48,0.5122615892207323,23,3,11,0.5366913127546721,30.0
1728,gv15r07r,1,23,40,41,7316,49,0.4380985052173102,75,3,24,0.3726122402818334,114.0
1729,gv15r07r,1,29,50,53,6381,50,0.6516531785505184,17,3,48,0.6866368918045108,27.0
1730,gv15r07r,1,39,64,71,6796,51,0.8091433697438183,44,3,45,0.946626538265491,63.0
1731,gv15r07r,1,53,46,45,6695,52,1.242279539723982,133,3,33,0.8933253295145774,46.0
1732,gv15r07r,1,1,31,31,17294,53,0.4102956940145065,13,2,81,0.4102956940145065,13.0
1733,gv15r07r,1,17,48,60,5910,54,0.4300659169654007,18,3,24,0.9217867638198928,45.0
1734,gv15r07r,1,21,35,49,4995,55,0.4902993214414688,28,3,13,0.916858816679865,28.0
1735,gv15r07r,1,11,20,20,6774,56,0.3591837367869553,9,3,23,0.8559935464734297,29.0
1736,gv15r07r,1,47,57,56,6182,57,1.0022813680192917,46,3,59,0.9479751547424754,47.0
1737,gv15r07r,1,8,13,17,6666,58,0.3340693395882899,3,2,19,0.211232953257335,5.0
1738,gv15r07r,1,4,12,30,12489,59,0.0956678954281365,4,3,2,0.8237862528535181,22.0
1739,gv15r07r,1,34,62,67,9110,60,0.6906282766265875,63,3,41,0.9765683593847632,112.0
1740,j49mkrgg,4,201,56,54,11460,1,0.8374632620981224,27,3,47,0.916858816679865,28.0
1741,j49mkrgg,4,197,70,71,5408,2,0.7167609284843239,73,3,46,0.9765683593847632,112.0
1742,j49mkrgg,4,200,76,76,3643,3,0.7877732955340623,46,3,43,0.8493127920205841,66.0
1743,j49mkrgg,4,163,79,77,5635,4,0.347287799177756,2,2,81,0.347287799177756,2.0
1744,j49mkrgg,4,182,22,24,4765,5,0.4895868455541154,15,3,16,0.8237862528535181,22.0
1745,j49mkrgg,4,173,46,45,3990,6,0.3395589513172429,31,3,14,0.3726122402818334,114.0
1746,j49mkrgg,4,192,66,65,4578,7,0.6444621630619757,44,3,31,0.7266153533971146,106.0
1747,j49mkrgg,4,198,47,47,4644,8,0.7910278800815163,37,3,40,0.7973260104912844,32.0
1748,j49mkrgg,4,206,33,33,3301,9,0.8688173112839913,39,3,26,0.8237862528535181,22.0
1749,j49mkrgg,4,214,76,74,3627,10,1.0686073595373673,95,3,37,0.9676097794179505,134.0
1750,j49mkrgg,4,163,43,44,2678,11,0.347287799177756,2,2,81,0.347287799177756,2.0
1751,j49mkrgg,4,169,74,72,3229,12,0.3091753452749824,18,3,8,0.970575943324718,106.0
1752,j49mkrgg,4,190,55,56,3203,13,0.6190789875997389,38,3,41,0.7702311617391767,62.0
1753,j49mkrgg,4,202,49,48,3511,14,0.862463389716247,30,3,41,0.5366913127546721,30.0
1754,j49mkrgg,4,212,40,39,3344,15,1.0420777811240596,47,3,41,0.7266153533971146,106.0
1755,j49mkrgg,4,207,56,57,5120,16,0.8864934272407439,36,3,42,0.6744294655429091,36.0
1756,j49mkrgg,4,204,51,50,3499,17,0.8311935136254743,60,3,54,0.9021786191903493,86.0
1757,j49mkrgg,4,189,56,57,4637,18,0.6414602128509337,19,3,35,0.1179472434569747,7.0
1758,j49mkrgg,4,195,74,72,3672,19,0.6989641540059465,44,3,31,0.8986092320669834,78.0
1759,j49mkrgg,4,166,77,76,4781,20,0.1031037488543488,7,3,4,0.846994161972378,84.0
1760,j49mkrgg,4,205,61,60,3989,21,0.854591723659465,45,3,71,0.586131803873728,40.0
1761,j49mkrgg,4,208,45,45,2525,22,0.9110842342660554,35,3,51,0.8559935464734297,29.0
1762,j49mkrgg,4,199,44,47,2985,23,0.6734325814767176,120,3,44,0.3726122402818334,114.0
1763,j49mkrgg,4,164,15,16,5839,24,0.8820969625736855,30,2,81,0.8820969625736855,30.0
1764,j49mkrgg,4,183,48,48,3614,25,0.4453448668358873,51,3,25,0.8434276513958406,126.0
1765,j49mkrgg,4,178,72,71,2981,26,0.4079937507842207,18,3,8,0.9668164998304252,98.0
1766,j49mkrgg,4,170,74,73,3106,27,0.3264826500049776,19,3,9,0.8721238123967918,127.0
1767,j49mkrgg,4,175,61,60,3467,28,0.3989856936066486,8,3,13,0.1179472434569747,7.0
1768,j49mkrgg,4,166,56,54,4650,29,0.1031037488543488,7,3,4,0.846994161972378,84.0
1769,j49mkrgg,4,172,56,56,3721,30,0.3507988707359171,21,3,15,0.946626538265491,63.0
1770,j49mkrgg,4,174,51,51,4477,31,0.3166127993157546,55,3,17,0.9365506107841312,177.0
1771,j49mkrgg,4,186,83,83,4785,32,0.5948589818533224,36,3,15,0.9804606443733836,118.0
1772,j49mkrgg,4,171,60,60,4455,33,0.356342238577416,13,3,8,0.7702311617391767,62.0
1773,j49mkrgg,4,168,79,76,2988,34,0.176291500995151,9,3,3,0.8134343165694118,62.0
1774,j49mkrgg,4,184,66,66,3165,35,0.5595173433892039,18,3,18,0.5366913127546721,30.0
1775,j49mkrgg,4,215,82,82,3179,36,1.1860100908650992,117,3,52,0.9297137410864044,113.0
1776,j49mkrgg,4,185,65,64,3097,37,0.6051645846170632,29,3,13,0.846994161972378,84.0
1777,j49mkrgg,4,181,31,38,4926,38,0.4791830882294255,13,3,11,0.3726122402818334,114.0
1778,j49mkrgg,4,194,90,91,4810,39,0.6684439589776937,49,3,25,0.9806767876398864,110.0
1779,j49mkrgg,4,193,28,46,4553,40,0.6797611222595863,36,3,29,0.7540329631872313,74.0
1780,j49mkrgg,4,179,18,33,6783,41,0.4262352800194719,13,3,31,0.5366913127546721,30.0
1781,j49mkrgg,4,191,3,12,5105,42,0.677246125180925,6,3,74,0.436944813114559,3.0
1782,j49mkrgg,4,213,20,25,3975,43,0.9289439316455628,140,3,67,0.9365506107841312,177.0
1783,j49mkrgg,4,209,81,90,3501,44,0.9297299128467926,56,3,23,0.846994161972378,84.0
1784,j49mkrgg,4,211,27,26,5463,45,0.958806385889828,77,3,71,0.8986092320669834,78.0
1785,j49mkrgg,4,187,32,39,3743,46,0.613460497492042,29,3,33,0.8134343165694118,62.0
1786,j49mkrgg,4,165,33,33,8847,47,0.9724226038193264,146,2,81,0.9724226038193264,146.0
1787,j49mkrgg,4,176,72,71,3040,48,0.3818311282520559,27,3,10,0.960681764435038,87.0
1788,j49mkrgg,4,189,6,6,5570,49,0.6414602128509337,19,3,35,0.1179472434569747,7.0
1789,j49mkrgg,4,180,23,39,3684,50,0.4493649940130184,13,3,28,0.3709748019792861,17.0
1790,j49mkrgg,4,201,24,25,5102,51,0.8374632620981224,27,3,47,0.916858816679865,28.0
1791,j49mkrgg,4,216,72,69,6517,52,1.3011256677898475,81,3,53,0.9479751547424754,47.0
1792,j49mkrgg,4,200,61,61,2728,53,0.7877732955340623,46,3,43,0.8493127920205841,66.0
1793,j49mkrgg,4,196,65,80,5314,54,0.7219807493093688,61,3,38,0.9417446189245124,131.0
1794,j49mkrgg,4,185,78,76,4361,55,0.6051645846170632,29,3,13,0.846994161972378,84.0
1795,j49mkrgg,4,210,75,85,6078,56,0.7798671275450725,166,3,24,0.2991310414639597,676.0
1796,j49mkrgg,4,188,17,31,4007,57,0.638008520198901,21,3,31,0.586131803873728,40.0
1797,j49mkrgg,4,203,2,7,5936,58,0.8974010156175157,8,3,44,0.436944813114559,3.0
1798,j49mkrgg,4,177,26,31,15343,59,0.3949434703252076,23,3,9,0.9479751547424754,47.0
1799,j49mkrgg,4,167,54,74,5526,60,0.1509014706290701,16,3,3,0.1503843675749793,26.0
1800,j6oq4fhk,4,176,73,81,14346,1,0.3818311282520559,27,3,10,0.960681764435038,87.0
1801,j6oq4fhk,4,211,53,53,15589,2,0.958806385889828,77,3,71,0.8986092320669834,78.0
1802,j6oq4fhk,4,188,25,39,8418,3,0.638008520198901,21,3,31,0.586131803873728,40.0
1803,j6oq4fhk,4,198,28,33,9178,4,0.7910278800815163,37,3,40,0.7973260104912844,32.0
1804,j6oq4fhk,4,185,38,51,10620,5,0.6051645846170632,29,3,13,0.846994161972378,84.0
1805,j6oq4fhk,4,216,64,64,7360,6,1.3011256677898475,81,3,53,0.9479751547424754,47.0
1806,j6oq4fhk,4,180,5,29,7592,7,0.4493649940130184,13,3,28,0.3709748019792861,17.0
1807,j6oq4fhk,4,203,5,12,9660,8,0.8974010156175157,8,3,44,0.436944813114559,3.0
1808,j6oq4fhk,4,214,84,84,5878,9,1.0686073595373673,95,3,37,0.9676097794179505,134.0
1809,j6oq4fhk,4,194,88,88,4855,10,0.6684439589776937,49,3,25,0.9806767876398864,110.0
1810,j6oq4fhk,4,169,68,68,4082,11,0.3091753452749824,18,3,8,0.970575943324718,106.0
1811,j6oq4fhk,4,178,52,64,7617,12,0.4079937507842207,18,3,8,0.9668164998304252,98.0
1812,j6oq4fhk,4,196,63,68,6360,13,0.7219807493093688,61,3,38,0.9417446189245124,131.0
1813,j6oq4fhk,4,208,39,47,5807,14,0.9110842342660554,35,3,51,0.8559935464734297,29.0
1814,j6oq4fhk,4,212,63,63,11129,15,1.0420777811240596,47,3,41,0.7266153533971146,106.0
1815,j6oq4fhk,4,210,71,77,9228,16,0.7798671275450725,166,3,24,0.2991310414639597,676.0
1816,j6oq4fhk,4,198,69,76,5525,17,0.7910278800815163,37,3,40,0.7973260104912844,32.0
1817,j6oq4fhk,4,200,69,76,6640,18,0.7877732955340623,46,3,43,0.8493127920205841,66.0
1818,j6oq4fhk,4,177,70,87,5982,19,0.3949434703252076,23,3,9,0.9479751547424754,47.0
1819,j6oq4fhk,4,213,66,71,8930,20,0.9289439316455628,140,3,67,0.9365506107841312,177.0
1820,j6oq4fhk,4,201,56,65,6455,21,0.8374632620981224,27,3,47,0.916858816679865,28.0
1821,j6oq4fhk,4,175,12,34,6998,22,0.3989856936066486,8,3,13,0.1179472434569747,7.0
1822,j6oq4fhk,4,172,58,68,6384,23,0.3507988707359171,21,3,15,0.946626538265491,63.0
1823,j6oq4fhk,4,191,6,6,9939,24,0.677246125180925,6,3,74,0.436944813114559,3.0
1824,j6oq4fhk,4,186,58,63,4477,25,0.5948589818533224,36,3,15,0.9804606443733836,118.0
1825,j6oq4fhk,4,202,57,64,4875,26,0.862463389716247,30,3,41,0.5366913127546721,30.0
1826,j6oq4fhk,4,181,55,72,6148,27,0.4791830882294255,13,3,11,0.3726122402818334,114.0
1827,j6oq4fhk,4,165,84,84,8896,28,0.9724226038193264,146,2,81,0.9724226038193264,146.0
1828,j6oq4fhk,4,168,63,72,9404,29,0.176291500995151,9,3,3,0.8134343165694118,62.0
1829,j6oq4fhk,4,197,83,87,5246,30,0.7167609284843239,73,3,46,0.9765683593847632,112.0
1830,j6oq4fhk,4,179,66,73,4797,31,0.4262352800194719,13,3,31,0.5366913127546721,30.0
1831,j6oq4fhk,4,173,54,70,5679,32,0.3395589513172429,31,3,14,0.3726122402818334,114.0
1832,j6oq4fhk,4,188,57,70,4205,33,0.638008520198901,21,3,31,0.586131803873728,40.0
1833,j6oq4fhk,4,182,57,68,3907,34,0.4895868455541154,15,3,16,0.8237862528535181,22.0
1834,j6oq4fhk,4,206,63,73,3597,35,0.8688173112839913,39,3,26,0.8237862528535181,22.0
1835,j6oq4fhk,4,183,62,72,3906,36,0.4453448668358873,51,3,25,0.8434276513958406,126.0
1836,j6oq4fhk,4,166,52,73,6320,37,0.1031037488543488,7,3,4,0.846994161972378,84.0
1837,j6oq4fhk,4,167,55,73,6289,38,0.1509014706290701,16,3,3,0.1503843675749793,26.0
1838,j6oq4fhk,4,200,78,87,5029,39,0.7877732955340623,46,3,43,0.8493127920205841,66.0
1839,j6oq4fhk,4,208,75,82,4172,40,0.9110842342660554,35,3,51,0.8559935464734297,29.0
1840,j6oq4fhk,4,184,71,82,4621,41,0.5595173433892039,18,3,18,0.5366913127546721,30.0
1841,j6oq4fhk,4,174,89,92,5375,42,0.3166127993157546,55,3,17,0.9365506107841312,177.0
1842,j6oq4fhk,4,204,75,83,4572,43,0.8311935136254743,60,3,54,0.9021786191903493,86.0
1843,j6oq4fhk,4,170,72,80,4078,44,0.3264826500049776,19,3,9,0.8721238123967918,127.0
1844,j6oq4fhk,4,215,73,80,4242,45,1.1860100908650992,117,3,52,0.9297137410864044,113.0
1845,j6oq4fhk,4,207,73,82,3316,46,0.8864934272407439,36,3,42,0.6744294655429091,36.0
1846,j6oq4fhk,4,164,69,77,5069,47,0.8820969625736855,30,2,81,0.8820969625736855,30.0
1847,j6oq4fhk,4,193,43,54,6505,48,0.6797611222595863,36,3,29,0.7540329631872313,74.0
1848,j6oq4fhk,4,195,75,83,5192,49,0.6989641540059465,44,3,31,0.8986092320669834,78.0
1849,j6oq4fhk,4,190,74,83,3913,50,0.6190789875997389,38,3,41,0.7702311617391767,62.0
1850,j6oq4fhk,4,179,74,82,5214,51,0.4262352800194719,13,3,31,0.5366913127546721,30.0
1851,j6oq4fhk,4,209,73,83,5269,52,0.9297299128467926,56,3,23,0.846994161972378,84.0
1852,j6oq4fhk,4,187,75,83,3410,53,0.613460497492042,29,3,33,0.8134343165694118,62.0
1853,j6oq4fhk,4,205,75,84,3469,54,0.854591723659465,45,3,71,0.586131803873728,40.0
1854,j6oq4fhk,4,171,73,81,3226,55,0.356342238577416,13,3,8,0.7702311617391767,62.0
1855,j6oq4fhk,4,192,87,90,4837,56,0.6444621630619757,44,3,31,0.7266153533971146,106.0
1856,j6oq4fhk,4,189,22,31,4644,57,0.6414602128509337,19,3,35,0.1179472434569747,7.0
1857,j6oq4fhk,4,191,9,21,4870,58,0.677246125180925,6,3,74,0.436944813114559,3.0
1858,j6oq4fhk,4,199,24,33,6535,59,0.6734325814767176,120,3,44,0.3726122402818334,114.0
1859,j6oq4fhk,4,163,6,6,9442,60,0.347287799177756,2,2,81,0.347287799177756,2.0
1860,jczjooq8,2,71,85,85,20975,1,0.2387749878406579,129,3,17,0.3375488009445939,621.0
1861,jczjooq8,2,56,69,69,9440,2,0.8493127920205841,66,2,81,0.8493127920205841,66.0
1862,jczjooq8,2,102,69,68,13105,3,0.390870413458231,446,3,57,0.3375488009445939,621.0
1863,jczjooq8,2,58,55,47,7517,4,0.1047651647070256,6,3,3,0.916858816679865,28.0
1864,jczjooq8,2,93,66,66,7907,5,0.7015074435312239,104,3,47,0.9365506107841312,177.0
1865,jczjooq8,2,70,59,67,6961,6,0.4108983617670244,12,3,30,0.6866368918045108,27.0
1866,jczjooq8,2,78,0,0,13275,7,0.6109854054102395,11,3,32,0.0218120056481487,5.0
1867,jczjooq8,2,104,32,45,5445,8,1.0807989491290677,71,3,33,0.846994161972378,84.0
1868,jczjooq8,2,77,58,72,6713,9,0.5006900072129126,26,3,11,0.7266153533971146,106.0
1869,jczjooq8,2,100,65,57,5367,10,0.8821299826107337,68,3,23,0.8253869309445139,41.0
1870,jczjooq8,2,69,75,71,4881,11,0.3867239593159077,25,3,13,0.9633856455933564,64.0
1871,jczjooq8,2,75,66,73,3765,12,0.4801126847380468,31,3,20,0.7973260104912844,32.0
1872,jczjooq8,2,105,81,80,4851,13,1.097774230811072,89,3,32,0.9297137410864044,113.0
1873,jczjooq8,2,81,64,74,5991,14,0.606596208639326,29,3,12,0.7861743337667199,48.0
1874,jczjooq8,2,84,69,76,6515,15,0.6457072882550682,37,3,23,0.8134343165694118,62.0
1875,jczjooq8,2,59,63,83,6865,16,0.1590837955813729,11,3,3,0.9662936750968476,64.0
1876,jczjooq8,2,96,53,61,9611,17,0.8724228209098117,25,3,58,0.6866368918045108,27.0
1877,jczjooq8,2,74,60,60,4717,18,0.5124044325730495,7,3,21,0.347287799177756,2.0
1878,jczjooq8,2,101,63,65,5203,19,0.9110266386095636,66,3,22,0.9297137410864044,113.0
1879,jczjooq8,2,67,0,8,6993,20,0.3908410421433057,6,2,12,0.0218120056481487,5.0
1880,jczjooq8,2,57,59,59,9048,21,0.9566962770626366,134,2,81,0.9566962770626366,134.0
1881,jczjooq8,2,95,68,67,5757,22,0.8112967213065888,52,3,41,0.8986092320669834,78.0
1882,jczjooq8,2,55,29,30,7741,23,0.3709748019792861,17,2,81,0.3709748019792861,17.0
1883,jczjooq8,2,88,55,44,10175,24,0.7269959505736927,22,3,37,0.916858816679865,28.0
1884,jczjooq8,2,103,63,62,5695,25,0.9571239785965506,123,3,75,0.8434276513958406,126.0
1885,jczjooq8,2,68,55,70,5984,26,0.3710535513609415,20,3,12,0.7758467648914809,36.0
1886,jczjooq8,2,91,53,52,6381,27,0.7950905573931756,28,3,78,0.6866368918045108,27.0
