pattern,complexity_response,beauty_response,rt,is_repeated,trial
78,0,0,20428,False,1
67,0,16,13032,False,2
57,93,93,24481,False,3
70,73,78,15632,False,4
72,61,61,13588,False,5
89,93,97,14726,False,6
92,90,92,16770,False,7
77,74,87,19548,False,8
102,95,95,11537,False,9
94,73,74,10191,False,10
62,15,31,8155,False,11
106,69,76,8436,True,12
59,61,85,9445,False,13
106,83,90,7634,True,14
68,54,66,7194,False,15
74,17,37,12852,False,16
100,55,60,10574,False,17
56,88,88,17636,True,18
101,89,94,5062,False,19
105,90,94,6353,False,20
75,69,76,5334,False,21
99,78,86,6256,False,22
93,84,90,6681,False,23
108,91,96,6208,False,24
80,20,27,6593,False,25
91,78,80,13316,False,26
104,24,29,18136,True,27
71,83,87,13518,False,28
61,1,2,17267,True,29
60,66,87,10319,False,30
79,81,90,6794,False,31
84,81,86,5327,False,32
90,55,64,7354,False,33
82,21,30,8786,False,34
96,67,72,5880,True,35
61,1,3,17258,True,36
66,61,71,4525,False,37
56,75,75,15153,True,38
95,84,90,7354,True,39
97,21,21,11138,False,40
69,72,80,5976,False,41
98,68,76,27519,False,42
73,12,19,5415,False,43
86,72,80,6256,False,44
76,58,68,4485,False,45
83,26,33,7073,False,46
85,55,59,5527,False,47
104,60,68,10656,True,48
63,64,67,4557,False,49
95,74,81,3957,True,50
55,17,17,10679,False,51
88,36,43,6169,False,52
81,64,77,10642,False,53
65,65,81,4445,False,54
87,51,64,5423,False,55
107,68,70,9542,False,56
58,41,67,7498,False,57
103,45,46,6448,False,58
96,58,68,6801,True,59
64,0,8,9750,False,60
