Subject,grid_id,pattern,trial,num_clicks,underlying_LSC,underlying_intricacy,final_LSC,final_intricacy,avg_LSC,avg_intricacy,avg_change_in_LSC,avg_change_in_intricacy,final_change_in_LSC,final_change_in_intricacy,time_spent,cumulative_time,cumulative_time_bin,avg_change_in_pos
1,26,69,26,81,0.9021786191903491,86,0.26177895653570415,28.6,0.09432651444223618,11.609876543209879,0.003272236956696302,0.35750000000000004,0.004497969896486542,2.200000000000003,31,866,8,4.207239061913242
1,27,67,27,81,0.8310435124812716,19,0.08461273013019888,-34.4,0.038333294518280554,-14.811111111111115,0.001057659126627486,-0.43,0.0002757457345503589,-0.6999999999999957,29,895,8,3.1898312876361397
1,28,65,28,81,0.4456277592261113,18,-0.21014702565789367,-45.8,-0.110795532147726,-23.635802469135797,-0.002626837820723671,-0.5725,-0.005192652179879742,-0.09999999999999432,42,937,9,3.881281596392461
2,1,50,1,42,0.18366463028638727,10,-0.1603644159842721,-37.9,-0.08920720602363533,-18.571428571428573,-0.003911327219128588,-0.924390243902439,-0.005493714201391775,-0.29999999999999716,21,21,0,7.979985472864442
2,2,54,2,81,0.9662936750968476,64,0.29865020222872196,21.4,0.1485786176942342,20.656790123456787,0.0037331275278590244,0.26749999999999996,0.0021209519019252943,-0.3999999999999986,30,51,0,5.508040244530842
2,3,55,3,81,0.9717596220077629,103,0.1285558756545725,-52.69999999999999,0.05109067444264145,-26.230864197530856,0.001606948445682156,-0.6587499999999998,0.003675642701973736,0.0,28,79,0,5.984469800729537
2,4,56,4,81,0.9767150258463972,98,0.44822826757754897,50.7,0.22331519540993103,28.859259259259264,0.005602853344719362,0.63375,0.005199870067720713,-0.3999999999999986,30,109,1,5.325577792674376
2,5,52,5,68,0.8986092320669834,78,0.18862799998482493,42.9,0.08619316471109029,19.66176470588235,0.002815343283355596,0.6402985074626866,-0.0014491526261968257,-1.6000000000000014,63,172,1,6.817502760296198
2,6,51,6,81,0.5366913127546721,30,-0.1752483353410771,-22.6,-0.1110358289775283,-24.02592592592593,-0.0021906041917634637,-0.28250000000000003,0.013375316725047215,0.6000000000000014,35,207,2,5.8904245179103105
2,7,53,7,69,0.9566962770626366,134,0.1174429185035959,57.599999999999994,0.058194567952083345,20.808695652173917,0.0017271017426999397,0.8470588235294116,0.0018714531569101744,0.29999999999999716,30,237,2,4.821567491113146
2,8,92,8,38,0.43313446205587025,14,-0.0399581856418435,-28.1,-0.014342581159912928,-12.434210526315788,-0.0010799509632930676,-0.7594594594594595,-0.006066260409596458,-1.3999999999999986,17,254,2,6.950263288167091
2,9,96,9,81,0.9217867638198928,45,0.29588607269632183,15.600000000000001,0.1579391551691829,7.367901234567902,0.003698575908704023,195,0.007014854031284323,1.4000000000000021,33,287,2,5.896643002988727
2,10,95,10,69,0.8915946922244556,36,0.056400115435731646,-26.599999999999994,0.022510335144152654,-16.005797101449275,0.0008294134622901713,-0.39117647058823524,0.0034738126333626607,0.4000000000000057,29,316,3,4.777743705169
2,11,98,11,44,0.9724226038193264,146,0.11099431695928641,40.3,0.05100908822869867,20.286363636363635,0.002581263185099684,0.9372093023255813,0.0038208418976692915,1.5999999999999943,19,335,3,6.8916783958345045
2,12,93,12,34,0.7266153533971146,106,-0.007091834723274015,-0.29999999999999716,-0.013576067425311079,-4.079411764705882,-0.000214904082523455,-0.009090909090909005,-0.00283980224127911,0.0,13,348,3,6.818433075894807
2,13,97,13,53,0.9479751547424754,47,0.0968487475885913,-6.099999999999994,0.0539703207976945,3.316981132075473,0.0018624759151652172,-0.1173076923076922,0.003239724421690404,-0.5,19,367,3,6.307727422107283
2,14,94,14,40,0.8253869309445139,41,0.04238860937763156,25.799999999999997,0.023128330373497142,16.824999999999996,0.0010868874199392708,0.6615384615384615,-0.00039194126362995796,-0.7999999999999972,15,382,3,6.834489530877224
2,15,31,15,42,0.41029569401450655,13,-0.17401236605924564,-66.8,-0.08932531500484998,-35.35476190476191,-0.004244204050225503,-1.6292682926829267,-0.007291053329204433,-1.8999999999999915,15,397,3,6.328358480399948
2,16,29,16,52,0.25621205440624123,29,-0.20104601094489305,-21.700000000000003,-0.12503068899863207,-16.961538461538467,-0.003942078645978295,-0.4254901960784314,-0.00667265163264541,-0.6000000000000085,19,416,4,6.506460060253848
2,17,34,17,62,0.9297137410864045,113,0.010946255212857636,23.200000000000003,0.004273012894164548,7.419354838709677,0.00017944680676815797,0.38032786885245906,5.53257594950729e-05,0.7000000000000028,25,441,4,7.100690382217207
2,18,33,18,52,0.8795074704481886,45,0.14005389540775048,0.20000000000000284,0.0552671639530318,-7.7288461538461535,0.002746154811916676,0.003921568627451036,0.0068563489421438195,2.200000000000003,19,460,4,3.824248669229761
2,19,32,19,39,0.7861743337667199,48,0.004218031419524149,-45.2,0.004842301112328096,-21.400000000000002,0.00011100082682958286,-1.1894736842105265,-0.004225673537672225,0.0,11,471,4,6.140054237141208
2,20,35,20,25,0.9729319506742444,90,0.0652908004035454,17.799999999999997,0.034751908159961736,8.328000000000001,0.0027204500168143916,0.7416666666666666,0.002701202704193606,0.3999999999999986,9,480,4,6.286717326967789
2,21,30,21,30,0.3726122402818334,114,-0.03982634265992169,64.6,-0.02251199947083214,34.07,-0.0013733221606869548,2.2275862068965515,-0.005817111074162273,-1.4000000000000057,14,494,4,5.8019236885030585
2,22,14,22,41,0.9806767876398864,110,0.05862950963129587,0.4000000000000057,0.02761554133193412,-1.378048780487804,0.0014657377407823967,0.010000000000000142,0.0012412685405434054,-0.3999999999999915,16,510,5,6.380128687492565
2,23,13,23,48,0.9748770128126518,94,0.1455912814269924,23.200000000000003,0.06590670882633025,9.549999999999999,0.003097686838872179,0.4936170212765958,0.0030254317857288937,-0.6999999999999957,18,528,5,4.783141835832377
2,24,10,24,81,0.6866368918045108,27,-0.13892880731387414,-69.4,-0.08195754185202775,-37.499999999999986,-0.0017366100914234267,-0.8675,0.0013135814680502733,0.7999999999999972,29,557,5,3.0818057078976464
2,25,9,25,35,0.37712559907052984,66,-0.05368516578849347,26.1,-0.043894317654470424,8.725714285714284,-0.0015789754643674551,0.7676470588235295,-0.003765643263524354,8.700000000000003,12,569,5,7.33740017912014
2,26,11,26,27,0.8493127920205841,66,0.041420351730361404,-1.1000000000000014,0.02405763093983539,-0.5259259259259258,0.0015930904511677463,-0.04230769230769239,0.004152990625821085,0.5,9,578,5,5.968272537757081
2,27,12,27,28,0.920072061255325,86,0.02800287236867227,5.5,0.016821132216931385,1.957142857142857,0.0010371434210619359,0.2037037037037037,0.001964164422780912,0.7999999999999972,9,587,5,6.0407121994865784
2,28,8,28,30,0.15038436757497936,26,-0.18097694501612527,-61.3,-0.10362967537830098,-36.099999999999994,-0.006240584310900871,-2.113793103448276,-0.012460637307828093,-4.0,11,598,5,6.8848939501359245
2,29,77,29,31,0.9804606443733836,118,0.13411980820999414,15.0,0.06205736010335693,11.66451612903226,0.004470660273666471,0.5,0.006031213615897202,1.4000000000000057,9,607,6,6.372655294416554
2,30,73,30,40,0.586131803873728,40,-0.02050501395420845,-15.600000000000001,-0.013455027617366121,-9.45,-0.0005257695885694475,-0.4,0.001788477095394092,-0.30000000000000426,12,619,6,6.557576611030401
2,31,74,31,54,0.8134343165694118,62,0.05899907356776579,-37.5,0.02647380737903808,-20.612962962962964,0.0011131900673163357,-0.7075471698113207,0.0018707525874208653,-0.5,17,636,6,4.445677432517233
2,32,71,32,22,0.1902742785833433,15,-0.15465717960589964,-31.299999999999997,-0.07503970244639545,-15.54090909090909,-0.0073646276002809355,-1.4904761904761903,-0.007930012911393058,-1.3999999999999986,7,643,6,7.8425425870023995
2,33,75,33,37,0.916858816679865,28,0.12352118120915323,-2.200000000000003,0.06863414381248156,-0.581081081081081,0.0034311439224764787,-0.06111111111111119,0.002778500431879105,0.5,12,655,6,6.793331676400322
2,34,76,34,21,0.9633856455933564,64,0.07824819451570286,4.700000000000003,0.03699708000190714,2.2,0.003912409725785143,0.23500000000000015,0.004036609311358741,0.6000000000000014,6,661,6,6.438155603174768
2,35,72,35,30,0.34728779917775604,2,-0.03727980664275554,-13.0,-0.017843991925749633,-7.78,-0.001285510573888122,-0.4482758620689655,0.0012857354474431482,0.10000000000000142,12,673,6,4.228280314760717
2,36,17,36,27,0.7874133673117215,47,0.038960403890876405,-0.7000000000000028,0.02298074833384188,2.6,0.0014984770727260155,-0.026923076923077032,0.0031563159696784693,0.5,10,683,6,6.573507371097575
2,37,19,37,34,0.846994161972378,84,0.04009500556524337,1.4000000000000057,0.02403796740523447,-0.708823529411765,0.0012150001686437384,0.04242424242424259,0.001868452147838262,0.7000000000000028,11,694,6,5.646090432059694
2,38,15,38,17,0.11794724345697472,7,-0.15100298490489783,-24.6,-0.07065811895503214,-12.135294117647058,-0.009437686556556114,-1.5375,-0.010182626808249995,-1.8999999999999986,7,701,7,7.4327577969740535
2,39,21,39,13,0.9668164998304251,98,-0.04525529856764232,-11.600000000000001,-0.007532568135646648,-2.853846153846154,-0.00377127488063686,-0.9666666666666668,-0.012166516566661567,-2.0,5,706,7,5.184712304107374
2,40,20,40,30,0.9005890912789549,59,0.05942925361379392,-5.399999999999999,0.02919769744246612,-2.376666666666666,0.002049284607372204,-0.1862068965517241,-0.0007216592252453635,-0.3999999999999986,8,714,7,5.829436676566123
2,41,18,41,29,0.8237862528535181,22,0.0576057660981143,-1.2999999999999972,0.02820563724245469,-3.0482758620689654,0.002057348789218368,-0.046428571428571326,0.0016003798676783587,0.7000000000000028,10,724,7,6.806933974883078
2,42,16,42,30,0.377464279124328,11,-0.0179783016846905,-20.6,-0.01518201130635253,-10.290000000000001,-0.0006199414374031207,-0.710344827586207,0.004263661343449465,-1.2000000000000028,10,734,7,8.988854532211338
2,43,59,43,17,0.5105466114521302,90,-0.07098928996711773,-10.299999999999997,-0.03446417083102708,-5.511764705882352,-0.004436830622944858,-0.6437499999999998,-0.007532192017134509,-1.5999999999999943,7,741,7,6.398223047694146
2,44,60,44,33,0.7540329631872313,74,-0.045626153836186734,-20.4,-0.028728335251747925,-14.175757575757574,-0.0014258173073808354,-0.6375,-0.004413382452573167,-0.6000000000000014,13,754,7,6.286700224778205
2,45,63,45,26,0.9798178198285872,129,0.09075535473368757,24.200000000000003,0.05147426019339,12.884615384615383,0.0036302141893475026,0.9680000000000001,0.004806338199280558,-0.09999999999999432,9,763,7,6.955539506744491
2,46,61,46,13,0.7831628093666413,32,0.02453372472813764,2.3999999999999986,0.013331033346105029,3.276923076923077,0.002044477060678137,0.19999999999999987,0.007131391396153153,-0.40000000000000213,5,768,7,8.46880948073637
2,47,57,47,5,0.224586788615542,18,0.014283992740420165,1.9000000000000004,0.006754675100722462,1.02,0.0035709981851050412,0.4750000000000001,0.004244786165476078,0.8000000000000007,2,770,7,4.560660171779821
2,48,58,48,12,0.3709748019792861,17,-0.03393463007901376,-14.899999999999999,-0.01665763085670649,-8.716666666666667,-0.0030849663708194326,-1.3545454545454545,0.00048488858239809085,-0.29999999999999716,6,776,7,7.97288587774345
2,49,62,49,13,0.9619799843730741,37,0.03410029560460015,-2.5,0.0204994594233413,-1.7384615384615385,0.0028416913003833457,-0.20833333333333334,0.0013998816470677244,-0.6999999999999993,4,780,7,9.471830979105741
2,50,43,50,23,0.22557082683864912,6,-0.03252832712504494,-13.100000000000001,-0.011703446191024992,-7.4217391304347835,-0.0014785603238656791,-0.5954545454545456,-0.004919319432296176,-1.1000000000000014,8,788,7,6.864463235247328
2,51,47,51,26,0.8971540483734468,85,0.07948156764286884,-11.0,0.037734418834142885,-4.423076923076923,0.003179262705714754,-0.44,0.0072581164226042105,-0.7000000000000028,10,798,7,6.731753218325477
2,52,45,52,8,0.8013583542890702,29,0.02002046756478587,4.4,0.009884617255193502,1.3625,0.0028600667949694103,0.6285714285714287,0.0044749769016407814,0.3000000000000007,3,801,8,7.247278164776566
2,53,46,53,14,0.8352107704266692,63,0.012972267229596213,4.100000000000001,0.006659420195594841,3.8999999999999995,0.0009978667099689394,0.3153846153846155,7.309518879838883e-06,-0.19999999999999574,7,808,8,6.878755224600271
2,54,44,54,23,0.6744294655429091,36,0.003664905375753258,-13.299999999999997,-0.002528909866584383,-5.769565217391304,0.00016658660798878446,-0.6045454545454544,0.004566531333681789,-1.0999999999999943,8,816,8,6.052199585566984
2,55,48,55,17,0.9085637425139398,12,0.04202441169071891,-25.1,0.01795233155269505,-10.958823529411763,0.002626525730669932,-1.56875,0.006036701797346389,-1.3999999999999986,6,822,8,6.946873679936374
2,56,49,56,27,0.9417446189245124,131,0.07562558643322581,-12.899999999999999,0.03707215652390056,-7.222222222222224,0.0029086764012779156,-0.4961538461538461,0.00450655349037421,-1.7999999999999972,10,832,8,6.231409862103539
2,57,64,57,21,0.07938944688591129,4,-0.1516625212275876,-25.200000000000003,-0.0674568990572274,-12.604761904761904,-0.007583126061379381,-1.2600000000000002,-0.009498144626964855,-0.7000000000000028,7,839,8,6.882290815746003
2,58,69,58,21,0.9021786191903491,86,0.06945030064049618,7.799999999999997,0.028118218948526275,4.142857142857143,0.003472515032024809,0.38999999999999985,0.004718626472802079,1.0999999999999979,7,846,8,6.257145794717392
2,59,66,59,25,0.714319788998292,186,-0.020027071949885733,36.6,-0.0071543084363916406,21.464000000000002,-0.0008344613312452389,1.5250000000000001,-0.0024024421885054936,0.8999999999999986,9,855,8,6.5754972840249595
2,60,68,60,14,0.8624831416622412,147,0.028510319623661906,19.6,0.015434904361397928,11.057142857142855,0.002193101509512454,1.5076923076923079,0.0014726399593000261,2.0,5,860,8,6.133145950123602
2,61,70,61,21,0.960681764435038,87,0.025430491097809926,-2.3999999999999986,0.013719627314625827,0.5714285714285713,0.0012715245548904964,-0.11999999999999993,0.002514516150482815,-1.2999999999999972,8,868,8,7.96501825970969
2,62,65,62,19,0.4456277592261113,18,0.022518242381901032,-1.7999999999999972,0.003869164202805208,-5.3052631578947365,0.0012510134656611685,-0.09999999999999984,-0.0002982788940875114,0.6000000000000014,7,875,8,7.191545775727511
2,63,67,63,14,0.8310435124812716,19,0.03847993243844683,8.8,0.018289510765375855,5.678571428571429,0.0029599948029574484,0.676923076923077,8.22800807782631e-05,0.6000000000000014,6,881,8,6.594943689688879
2,64,7,64,21,0.970575943324718,106,0.08033933264941151,16.6,0.041555980397732464,4.938095238095239,0.004016966632470575,0.8300000000000001,-0.0008732575388320507,1.8999999999999986,7,888,8,6.042456582583491
2,65,1,65,29,0.15883157407040785,2,-0.13745497773738313,-48.5,-0.06747095755838009,-24.765517241379307,-0.004909106347763683,-1.7321428571428572,-0.007755029491797516,-0.7000000000000028,10,898,8,5.265514120606233
2,66,5,66,11,0.8345115362844759,131,0.015221089546498034,6.100000000000001,0.011411916044562214,3.0545454545454547,0.0015221089546498035,0.6100000000000001,-0.0010794124189901222,-0.5,4,902,9,7.49571674244666
3,1,86,1,34,0.5153611031101626,489,-0.13794390337660145,175.9,-0.06298506825381349,87.25294117647057,-0.004180118284139438,5.33030303030303,-0.009430803596216397,8.700000000000017,13,13,0,4.104203202624674
3,2,91,2,81,0.9722793871439693,120,0.30723336383205035,-54.099999999999994,0.158786784487017,-26.9395061728395,0.0038404170479006293,-0.6762499999999999,0.0016223492455827992,2.5999999999999943,29,42,0,4.432414857739934
3,3,87,3,18,0.7763934740203636,32,0.05208569143415037,-7.300000000000001,0.028356764727852788,-1.5444444444444445,0.0030638642020088453,-0.4294117647058824,0.002241935271741269,-1.0,9,51,0,3.8660633448969217
3,4,89,4,34,0.8996233260850948,102,0.04933481284177177,16.6,0.025511436655460656,6.550000000000002,0.0014949943285385385,0.503030303030303,0.0031771471188282163,1.0,24,75,0,4.740418985828991
3,5,88,5,18,0.8573276323656119,39,0.04660146873033022,9.0,0.019581662424035126,2.4833333333333334,0.002741262866490013,0.5294117647058824,0.012718900798965427,1.3999999999999986,12,87,0,4.536216836156016
3,6,85,6,81,0.211232953257335,5,-0.45468202238929295,-34.0,-0.22230101379993725,-21.46913580246914,-0.0056835252798661615,-425,-0.008156545110713787,0.10000000000000142,45,132,1,4.283839554501104
3,7,90,7,15,0.946626538265491,63,0.07489764896706363,8.299999999999997,0.03657605309265522,3.2466666666666666,0.005349832069075974,0.5928571428571426,0.0031378712794906116,-0.10000000000000142,5,137,1,5.8843152233404155
3,8,47,8,18,0.8971540483734468,85,0.04868899126541881,8.600000000000001,0.012823390529354464,4.616666666666666,0.002864058309730518,0.5058823529411766,0.005189838359668131,1.6000000000000014,8,145,1,6.778948339226481
3,9,44,9,22,0.6744294655429091,36,-0.010118672355173164,-10.399999999999999,-0.0063212246275577725,-5.718181818181818,-0.00048184154072253163,-0.49523809523809514,-0.0054861260580507665,-1.1000000000000014,35,180,1,6.504336041966177
3,10,49,10,36,0.9417446189245124,131,0.06489364084868399,39.3,0.026246853511275828,14.27222222222222,0.0018541040242481138,1.1228571428571428,0.0026459749025216084,1.5999999999999943,23,203,2,6.677102123726506
3,11,46,11,13,0.8352107704266692,63,0.048009358193771945,7.699999999999999,0.025182386200229653,4.861538461538462,0.004000779849480995,0.6416666666666666,0.004029451036147436,0.5,10,213,2,6.029615234787254
3,12,45,12,81,0.8013583542890702,29,0.0503682110018544,-48.8,-0.0005002370831769969,-24.22592592592592,0.00062960263752318,-0.61,0.00414171420156384,0.9000000000000057,29,242,2,4.061059815905903
3,13,48,13,74,0.9085637425139398,12,0.22670673906763117,-49.3,0.11611515308059989,-26.01216216216216,0.003105571768049742,-0.6753424657534246,-0.0038188876014521034,-1.3999999999999915,26,268,2,4.269081511262583
3,14,43,14,36,0.22557082683864912,6,-0.18180854773457922,-60.099999999999994,-0.08111869565864067,-29.472222222222214,-0.005194529935273692,-1.717142857142857,-0.007595990350983461,-1.6999999999999886,11,279,2,7.246728965424485
3,15,72,15,39,0.34728779917775604,2,-0.1563595722139921,-37.3,-0.07156767404702563,-17.535897435897432,-0.004114725584578739,-0.981578947368421,-0.004362492730441425,-1.5,12,291,2,4.571379328849161
3,16,77,16,8,0.9804606443733836,118,0.017892977075472827,2.0,0.005727954232097,0.26250000000000007,0.002556139582210404,0.2857142857142857,0.004180793800910465,0.1999999999999993,3,294,2,9.813571516822844
3,17,73,17,81,0.586131803873728,40,-0.17689970948983513,-41.400000000000006,-0.08861103598298485,-27.85555555555555,-0.002211246368622939,-0.5175000000000001,-0.004909315212363818,0.19999999999998863,26,320,3,5.066082343789757
3,18,74,18,81,0.8134343165694118,62,0.0480598670474125,-4.099999999999994,0.03538235718729861,3.7148148148148143,0.0006007483380926562,-0.05124999999999993,0.00680819218361306,0.7000000000000028,51,371,3,3.7596230262968042
3,19,75,19,32,0.916858816679865,28,0.05180934949140703,-37.6,0.01144144966091194,-21.415625000000006,0.001671269338432485,-1.2129032258064516,0.0019510055770959323,-1.3999999999999986,17,388,3,6.714521660059272
3,20,76,20,21,0.9633856455933564,64,0.039088019688100384,3.1999999999999993,0.02389584467286418,5.719047619047619,0.001954400984405019,0.15999999999999998,0.003872607225847702,0.8999999999999986,9,397,3,4.909415132797205
3,21,71,21,62,0.1902742785833433,15,-0.402723847631724,-86.0,-0.1951585303092084,-46.495161290322585,-0.0066020302890446554,-1.4098360655737705,-0.009381079787912805,-1.5,17,414,4,5.2935747815350584
3,22,93,22,44,0.7266153533971146,106,-0.037937359050902675,-23.599999999999994,-0.019453614748568288,-8.884090909090908,-0.0008822641639744808,-0.5488372093023255,-0.004282496108900524,-3.3999999999999915,27,441,4,7.591453721538103
3,23,95,23,5,0.8915946922244556,36,0.00641826364587067,-3.5,0.0013477750011453848,-1.86,0.0016045659114676675,-875,0.007020883694074331,-0.5,7,448,4,5.650353393910805
3,24,97,24,4,0.9479751547424754,47,0.01066784597355866,4.0,0.004628677593187851,2.025,0.0035559486578528865,1.3333333333333337,0.0026088941406441496,-0.7000000000000002,9,457,4,2.86851709182133
3,25,92,25,6,0.43313446205587025,14,0.007232901683999593,-1.3000000000000007,0.0003461554934766677,-1.3500000000000003,0.0014465803367999185,-0.2600000000000001,0.00455358224799679,1.0999999999999996,3,460,4,5.903642402313331
3,26,96,26,3,0.9217867638198928,45,0.0041363368326947925,0.7999999999999998,0.0018599789130401324,0.3999999999999999,0.0020681684163473962,0.3999999999999999,0.0026927369262691875,0.3999999999999999,3,463,4,6.993745037088566
3,27,94,27,6,0.8253869309445139,41,-0.0004090833923641457,9.1,-0.004895643321128914,2.8333333333333335,-8.181667847282914e-05,1.8199999999999998,0.016675609613917786,6.699999999999999,18,481,4,4.51122133650316
3,28,98,28,6,0.9724226038193264,146,0.013950074814657654,14.9,0.008085115646368051,7.416666666666667,0.002790014962931531,2.9800000000000004,-0.00018791484311925233,3.0,9,490,4,4.305264228103168
3,29,31,29,6,0.41029569401450655,13,-0.03763398376383209,-8.5,-0.01737624120795136,-4.316666666666666,-0.007526796752766418,-1.7,-0.007837266804111342,-1.5,8,498,4,6.943022338583395
3,30,33,30,4,0.8795074704481886,45,0.007494446478929245,-2.5,0.004178924047194662,-1.275,0.0024981488263097484,-0.8333333333333334,0.00019912698647581162,-0.7000000000000002,13,511,5,9.1473126229512
3,31,30,31,3,0.3726122402818334,114,-0.004534070043874405,12.0,-0.0015851754184165224,5.833333333333333,-0.0022670350219372026,6.0,-0.004312613832499243,6.5,3,514,5,8.154234499766936
3,32,29,32,43,0.25621205440624123,29,-0.15080879123743984,-62.400000000000006,-0.0830569016044104,-31.72790697674419,-0.0035906855056533297,-1.4857142857142858,0.0020020157334339483,0.5999999999999943,13,527,5,7.00521487262804
3,33,32,33,5,0.7861743337667199,48,0.008486754245479872,-4.699999999999999,0.0027164360625101165,-2.7199999999999998,0.002121688561369968,-1.1749999999999998,0.005408111366862284,-0.5,6,533,5,9.285585121776457
3,34,34,34,3,0.9297137410864045,113,0.0037327559683108247,-0.5,0.002226447887182898,-0.4333333333333333,0.0018663779841554123,-0.25,0.0007861682750729543,0.2999999999999998,3,536,5,8.764982043070834
3,35,35,35,7,0.9729319506742444,90,0.012179790788149125,3.1000000000000014,0.007246403720512474,1.7857142857142858,0.0020299651313581877,0.5166666666666669,-1.2569917759719385e-05,-0.8999999999999986,18,554,5,6.563642541439759
3,36,21,36,3,0.9668164998304251,98,0.004654081166441046,0.7000000000000002,0.000575832338732944,-0.2666666666666666,0.002327040583220523,0.3500000000000001,0.00758066531668326,2.2,3,557,5,4.038843615231785
