"Subject","grid_id","pattern","trial","num_clicks","underlying_LSC","underlying_intricacy","final_LSC","final_intricacy","avg_LSC","avg_intricacy","avg_change_in_LSC","avg_change_in_intricacy","final_change_in_LSC","final_change_in_intricacy","time_spent","cumulative_time","cumulative_time_bin","avg_change_in_pos","uLSC","uLSCsq","uInt","uIntsq","vLSC","vLSCsq","vInt","vIntsq"
"1","17","91",17,81,0.972279387143969,120,0.141498074797159,0.799999999999997,1.13276722259235,-0.025018555167231,0.478941799117686,0.0686167023839673,-0.057215496159159,0.772198294132163,27,577,5,2.97615272091611,0.939622103082931,0.88288969660199,0.456279247710178,0.208190751890966,1.07541937952706,1.15652684186237,0.0148511115510838,0.000220555514302735
"1","18","87",18,81,0.776393474020364,32,-0.0801729274766643,-42.7,-0.889705854595925,-0.46389559860358,-0.340979302054433,0.0611957694352474,1.03958547733544,-0.299800679303092,32,609,6,5.42318507522696,0.229411603241534,0.0526296837018512,-0.448695835632314,0.20132795291378,-0.637201477300906,0.406025722674457,-0.818082223155343,0.669258523842788
"1","19","90",19,81,0.946626538265491,63,0.281505640258689,3,2.21416916355566,0.202133534259068,0.996804560002588,0.0689920139353968,0.314847311806241,-0.248753109139508,41,650,6,4.28275252559972,0.84661427861092,0.716755736747889,-0.12989779490939,0.016873437122322,2.15711195213939,4.6531319740626,0.056976475605202,0.00324631877239018
"1","20","88",20,81,0.857327632365612,39,0.112564489345564,-21.7,0.663948901571448,-0.19300555976912,0.371921679205813,0.0647782887898018,0.240341769663465,-0.50399095995743,29,679,6,3.57839522771887,0.522849187067948,0.273371272417614,-0.376709181275525,0.141909807257276,0.851879713089293,0.725699045573097,-0.415976475366034,0.173036428057948
"1","21","86",21,81,0.515361103110163,489,-0.0781479928823272,416.7,-0.499001827147445,3.93747326683943,-0.333489433802114,0.139567645220119,0.112906902565119,1.07848371511366,27,706,7,2.92188454530123,-0.716996066726736,0.514083359701611,4.25100431308949,18.0710376699055,-0.621556917640864,0.386333001867212,7.9784597070546,63.6558192970938
"1","22","64",22,81,0.0793894468859113,4,-0.662032687943343,-93.2,-4.90915713391612,-0.98711081839871,-2.4931737281899,0.0525806633683427,-2.00472237764164,-0.50399095995743,32,738,7,3.55484422999937,-2.29766944413457,5.27928487450966,-0.73664245305947,0.542642103649474,-5.13262555759269,26.3438451144537,-1.78505080712487,3.18640638401716
"1","23","66",23,81,0.714319788998292,186,0.0208846350099158,131.1,0.205853716841147,1.26803211546089,0.0328144150570799,0.0908453819981788,0.28767113418796,0.721150723968582,37,775,7,4.03336432399223,0.00435518053335987,1.89675974781567e-05,1.13501056021705,1.28824897180422,0.143565007622191,0.0206109114135597,2.50982153711999,6.29920414819135
"1","24","70",24,81,0.960681764435038,87,0.153931724420071,-39.1,1.24173177834415,-0.33363257536623,0.524931629027028,0.0618099156103139,-0.491956785271852,-0.657133670448172,28,803,8,3.14709578143151,0.897573375383535,0.805637964197393,0.116913591456744,0.0136687878673144,1.17148123449349,1.37236828277039,-0.749149809248604,0.56122543669722
"1","25","68",25,81,0.862483141662241,147,0.307580116661973,106.7,2.27521532533105,1.04634726971062,1.09324935064173,0.086682835700506,0.763593418732836,0.108579882005576,32,835,8,3.54956962081158,0.541541173521234,0.293266842618755,0.73394205737208,0.538670943579561,2.35856226210808,5.56281594424039,2.04261295397432,4.17226767974368
"1","26","69",26,81,0.902178619190349,86,0.261778956535704,28.6,1.46436162011497,0.231965668230395,0.923839110869804,0.0733592756247584,0.791864340385299,1.07848371511367,31,866,8,4.20723906191324,0.685462420777493,0.469858730298141,0.106629783691488,0.0113699107700936,2.00470442190997,4.01883981922538,0.547162530053122,0.299386834294134
"1","27","67",27,81,0.831043512481272,19,0.0846127301301989,-34.4,0.589114924396111,-0.276749470510942,0.268533157655982,0.0626117175610951,-0.0102184960981314,-0.401895819630257,29,895,8,3.18983128763614,0.427552605382825,0.182801230369642,-0.582385336580636,0.339172680264141,0.635925594931188,0.404401362288585,-0.659154713314806,0.434484936085125
"1","28","65",28,81,0.445627759226111,18,-0.210147025657894,-45.8,-1.74196217660143,-0.446661895711777,-0.821730075098559,0.0606669213400513,-1.04903309759831,-0.0956103986487543,42,937,9,3.88128159639246,-0.969823604071156,0.940557823013566,-0.592669144345892,0.351256714659692,-1.64137590295543,2.69411485480276,-0.877440690686146,0.76990216567178
"2","1","50",1,42,0.183664630286387,10,-0.160364415984272,-37.9,-1.40450862183403,-0.349151397477666,-1.20181766478992,0.0558644313992537,-1.1062249166279,-0.197705538975923,21,21,0,7.97998547286444,-1.91960586139407,3.68488666309845,-0.674939606467937,0.455543472379093,-1.25675755071352,1.57943954127546,-0.726172337946358,0.52732626439848
"2","2","54",2,81,0.966293675096848,64,0.298650202228722,21.4,2.31239240262037,0.406156805873333,1.06021920596615,0.0721309832746254,0.340309599962529,-0.248753109139508,30,51,0,5.50804024453084,0.917920105848396,0.84257732072073,-0.119613987144135,0.0143075059205172,2.28957011811451,5.24213132576289,0.409297702239645,0.167524609058653
"2","3","55",3,81,0.971759622007763,103,0.128555875654572,-52.7,0.788529329211395,-0.496627748785666,0.43107093615533,0.0594898078378405,0.635649392197936,-0.0445628284851735,28,79,0,5.98446980072954,0.937737625269805,0.879351853846653,0.281454515700833,0.0792166444083907,0.975428492322814,0.951460743635159,-1.00956115067406,1.01921371695034
"2","4","56",4,81,0.976715025846397,98,0.448228267577549,50.7,3.48062210585652,0.564088836236281,1.61348152171329,0.0771294507550276,0.925202140246105,-0.248753109139508,30,109,1,5.32557779267438,0.955704102700634,0.913370331918824,0.230035476874555,0.0529163206209041,3.44520397104372,11.8694304020954,0.970330959869491,0.941542171681247
"2","5","52",5,68,0.898609232066983,78,0.188627999984825,42.9,1.33722680831134,0.386998381518604,0.78864172017047,0.077218822773041,-0.33789209104987,-0.861323951102514,63,172,1,6.8175027602962,0.672521131776208,0.452284672685552,0.0243593215694436,0.000593376547323559,1.43954320280203,2.07228463273353,0.82097739640489,0.674003885407752
"2","6","51",6,81,0.536691312754672,30,-0.175248335341077,-22.6,-1.74571832790978,-0.454173413110135,-0.692646106963282,0.0646247522460352,2.47826640043934,0.261722592496329,35,207,2,5.89042451791031,-0.639660547230805,0.409165615683613,-0.469263451162825,0.220208186597245,-1.37175008677073,1.88169830055551,-0.433209578842718,0.187670539201085
"2","7","53",7,69,0.956696277062637,134,0.117442918503596,57.6,0.899572404235869,0.409081626214191,0.466624968063784,0.0800406240456613,0.29291309673921,0.108579882005576,30,237,2,4.82156749111315,0.883123459441501,0.779907044615924,0.600252556423757,0.360303131493255,0.889570251945988,0.791335233147248,1.10245141985741,1.21539913314561
"2","8","92",8,38,0.43313446205587,14,-0.0399581856418435,-28.1,-0.234277375493955,-0.230984137034819,-0.36399761121356,0.058115356075173,-1.21498974508837,-0.759228810775345,17,254,2,6.95026328816709,-1.01511971897016,1.03046804384206,-0.633804375406914,0.401707986284949,-0.326504070279711,0.106604907909218,-0.538522988978014,0.290007009657814
"2","9","96",9,81,0.921786763819893,45,0.295886072696322,15.6,2.45870975151061,0.15028980183559,1.04999518881127,2.72978031741089,1.269989017928,0.670103153804999,33,287,2,5.89664300298873,0.756554363920557,0.572374505567238,-0.315006334683991,0.0992289908910425,2.2682145693977,5.14479733282799,0.298239924278788,0.088947052433817
"2","10","95",10,69,0.891594692224456,36,0.0564001154357316,-26.6,0.341781534255171,-0.299752200661638,0.200993990323652,0.0631415691631132,0.597308359673272,0.159627452169164,29,316,3,4.777743705169,0.647088982173008,0.4187241508497,-0.407560604571291,0.166105646398516,0.417956118293415,0.174687316818899,-0.509801149850206,0.259897212388592
"2","11","98",11,44,0.972422603819326,146,0.110994316959286,40.3,0.787254030804434,0.399024537986889,0.719376111243459,0.0812709700841742,0.663232433332634,0.772198294132163,19,335,3,6.8916783958345,0.940141354237693,0.883865765947883,0.723658249606824,0.523681262224012,0.839748627155772,0.705177756810004,0.771192875250023,0.594738450836398
"2","12","93",12,34,0.726615353397115,106,-0.00709183472327402,-0.299999999999997,-0.222295771036406,-0.0701191206782776,-0.108025406001084,0.0683561555218179,-0.60206948785305,-0.0445628284851735,13,348,3,6.81843307589481,0.0489343889014964,0.00239457441716289,0.3123059389966,0.0975349995325482,-0.0725800229591737,0.00526785973275418,-0.00621157047597514,3.8583607778006e-05
"2","13","97",13,53,0.947975154742475,47,0.0968487475885913,-6.09999999999999,0.833541938961682,0.0722925517353465,0.506682942059277,0.066879246110916,0.552839347701317,-0.299800679303092,19,367,3,6.30772742210728,0.851503867489162,0.725058836349,-0.29443871915348,0.0866941593367418,0.730460552092017,0.533572618162575,-0.117269348436832,0.0137521000827991
"2","14","94",14,40,0.825386930944514,41,0.0423886093776316,25.8,0.351441601727419,0.332378729527909,0.277181972951355,0.0775086991409126,-0.137056925523914,-0.452943389793842,15,382,3,6.83448953087722,0.407043914703882,0.165684748497461,-0.356141565745013,0.12683681485131,0.309703810754192,0.0959164503956684,0.493548430347881,0.243590053098857
"2","15","31",15,42,0.410295694014507,13,-0.174012366059246,-66.8,-1.4063548184929,-0.672301154667475,-1.30031777896201,0.0462444723426569,-1.4476598595556,-1.01446666159326,15,397,3,6.32835848039995,-1.09792471810343,1.20543868662249,-0.64408818317217,0.414849587702027,-1.36220103999082,1.85559167335206,-1.27954643847546,1.63723908821522
"2","16","29",16,52,0.256212054406241,29,-0.201046010944893,-21.7,-1.9644761526456,-0.318154241681444,-1.21091718380922,0.0626732659795114,-1.33018400610996,-0.35084824946668,19,416,4,6.50646006025385,-1.65657550089104,2.74424239015238,-0.47954725892808,0.229965573545435,-1.57106184538407,2.4682353220216,-0.415976475366034,0.173036428057948
"2","17","34",17,62,0.929713741086404,113,0.0109462552128576,23.2,0.056708518991176,0.151280500128635,0.008665225458876,0.0736708233656619,-0.0520909955271712,0.312770162659914,25,441,4,7.10069038221721,0.785294677079922,0.616687729850059,0.384292593353389,0.147680797306273,0.0667815025677301,0.00445976908520374,0.443763909193014,0.196926407102266
"2","18","33",18,52,0.879507470448189,45,0.14005389540775,0.200000000000003,0.853813280529753,-0.140386082151812,0.768168464901641,0.068533745820015,1.23987829745963,1.07848371511367,19,460,4,3.82424866922976,0.603265147765888,0.363928838508998,-0.315006334683991,0.0992289908910425,1.0642617101976,1.13265298779272,0.0033623758999608,1.13055716926372e-05
"2","19","32",19,39,0.78617433376672,48,0.00421803141952415,-45.2,0.0656072326664392,-0.403613294419288,-0.0115883224265502,0.0522466540450609,-0.865339162266125,-0.0445628284851735,11,471,4,6.14005423714121,0.264873414550829,0.0701579257358155,-0.284154911388224,0.0807440136660495,0.0147995280213469,0.000219026029654632,-0.865951955035023,0.749872788428978
"2","20","35",20,25,0.972931950674244,90,0.0652908004035454,17.8,0.533133207672761,0.168775741235448,0.76056227241296,0.0786022642674555,0.450538046275462,0.159627452169161,9,480,4,6.28671732696779,0.941988059182707,0.887341503642803,0.147765014752511,0.0218344995848097,0.486645177084046,0.236823528379162,0.340365288332906,0.115848529501942
"2","21","30",21,30,0.372612240281833,114,-0.0398263426599217,64.6,-0.361975986009441,0.664417511816186,-0.45080778764692,0.0988816376472048,-1.16765961812008,-0.759228810775348,14,494,4,5.80192368850306,-1.2345511047816,1.52411643031746,0.394576401118645,0.155690536319742,-0.325485456936741,0.105940782677319,1.23648666912051,1.52889928291273
"2","22","14",22,41,0.980676787639886,110,0.0586295096312959,0.400000000000006,0.421582532534742,-0.0181065213278341,0.389285899602581,0.0686167023839673,0.173198878541024,-0.248753109139504,16,510,5,6.38012868749257,0.970067998392465,0.941031921505163,0.353441170057623,0.124920660691701,0.43518032424841,0.189381914612951,0.00719195445033523,5.17242088156968e-05
"2","23","13",23,48,0.974877012812652,94,0.145591281426992,23.2,1.020123174959,0.19230438095457,0.872188755758659,0.0752169589131687,0.512130839887108,-0.401895819630257,18,528,5,4.78314183583238,0.949040141343762,0.900677189881787,0.188900245813533,0.0356833028684132,1.10704332209804,1.22554491700188,0.443763909193014,0.196926407102266
"2","24","10",24,81,0.686636891804511,27,-0.138928807313874,-69.4,-1.29118696217795,-0.713606010849631,-0.55830671611535,0.0566408519701711,0.186935941232298,0.363817732823495,29,557,5,3.08180570789765,-0.0960128548171313,0.00921846829013554,-0.500114874458592,0.250114887654733,-1.0911469380887,1.19060164050035,-1.32933095963032,1.76712080023167
"2","25","9",25,35,0.37712559907053,66,-0.0536851657884935,26.1,-0.696209369309333,0.176433414017542,-0.511661749232787,0.0789568366778969,-0.777948637034615,4.39657577574661,12,569,5,7.33740017912014,-1.21818732062698,1.48398034813635,-0.0990463716136235,0.00981018372982401,-0.43255814257274,0.187106546705979,0.499292798173442,0.249293298307866
"2","26","11",26,27,0.849312792020584,66,0.0414203517303614,-1.1,0.365967775630649,-0.00169957235777103,0.426970278151084,0.0679028230693601,0.726329697663618,0.210675022332745,9,578,5,5.96827253775708,0.49379031460069,0.243828874793448,-0.0990463716136235,0.00981018372982401,0.302223092823167,0.0913387978356008,-0.0215298846774727,0.000463535934225275
"2","27","12",27,28,0.920072061255325,86,0.0280028723686723,5.5,0.252851909023991,0.0461099454774388,0.262462445753719,0.0712603110223193,0.31052516854107,0.363817732823495,9,587,5,6.04071219948658,0.750337481113407,0.563006335563612,0.106629783691488,0.0113699107700936,0.198560210600519,0.0394261572337226,0.104846207484882,0.0109927272239629
"2","28","8",28,30,0.150384367574979,26,-0.180976945016125,-61.3,-1.62995053540716,-0.686650122464384,-1.89105785227814,0.0396318265814048,-2.42970970389933,-2.08646563502852,11,598,5,6.88489395013592,-2.04026789184956,4.16269307051223,-0.510398682223847,0.26050681481584,-1.41600908460751,2.005081727691,-1.17423302834016,1.3788232048449
"2","29","77",29,31,0.980460644373384,118,0.134119808209994,15,0.959952858713081,0.233017710070998,1.27845926619593,0.0753040718458022,1.08312989719111,0.670103153805001,9,607,6,6.37265529441655,0.969284342156585,0.939512135949924,0.435711632179667,0.18984462641667,1.01841520164724,1.03716952294619,0.286751188627665,0.0822262441793785
"2","30","73",30,40,0.586131803873728,40,-0.0205050139542085,-15.6,-0.220403761752101,-0.173525532845213,-0.20001224610886,0.0630211483444727,0.277150391532548,-0.197705538975927,12,619,6,6.5575766110304,-0.460407453681847,0.211975023405802,-0.366425373510269,0.13426755435214,-0.176209682552149,0.0310498522251293,-0.299174329579615,0.0895052794794121
"2","31","74",31,54,0.813434316569412,62,0.0589990735677658,-37.5,0.4037357491024,-0.388459521186841,0.284965073268466,0.0588238390557585,0.29278001172487,-0.299800679303092,17,636,6,4.44567743251723,0.363708117379874,0.132283594648013,-0.140181602674646,0.0196508817284323,0.43803555970563,0.191875151566625,-0.718513180845609,0.516261191048875
"2","32","71",32,22,0.190274278583343,15,-0.1546571796059,-31.3,-1.18305215425805,-0.290801151144666,-2.22366854186403,0.0481386643137614,-1.56904103081134,-0.759228810775345,7,643,6,7.8425425870024,-1.8956417000825,3.59345745509168,-0.623520567641659,0.388777898272176,-1.21266368206951,1.47055320581039,-0.599796245784004,0.359755536456585
"2","33","75",33,37,0.916858816679865,28,0.123521181209153,-2.2,1.06275652347261,-0.00276154107650915,0.970860569889674,0.0676461997863314,0.465222056005367,0.210675022332745,12,655,6,6.79333167640032,0.738687434411937,0.54565912575809,-0.489831066693336,0.239934473897931,0.936530654416484,0.877089666661769,-0.0425925667045318,0.00181412673847999
"2","34","76",34,21,0.963385645593356,64,0.0782481945157029,4.7,0.568228157358678,0.0507859669320225,1.11326981001857,0.0716874332592997,0.704221100100475,0.261722592496329,6,661,6,6.43815560317477,0.907376657091441,0.823332397834438,-0.119613987144135,0.0143075059205172,0.586753459985247,0.344279622804659,0.0895278932833843,0.00801524367576104
"2","35","72",35,30,0.347287799177756,2,-0.0372798066427555,-13,-0.289008969914048,-0.141371008842811,-0.424823848491961,0.0623622942103018,0.18164611901142,0.00648474167841094,12,673,6,4.22828031476072,-1.32636824307363,1.75925271623422,-0.757210068589981,0.573367087974044,-0.305811026583081,0.0935203839797976,-0.249389808424748,0.0621952765461325
"2","36","17",36,27,0.787413367311722,47,0.0389604038908764,-0.700000000000003,0.349134702914827,0.0584876493278074,0.398973650846,0.0681127875736563,0.536994502612432,0.210675022332745,10,683,6,6.57350737109758,0.269365695896046,0.072557878125561,-0.29443871915348,0.0866941593367418,0.283217639094913,0.0802122310944963,-0.013870727576724,0.000192397083507692
"2","37","19",37,34,0.846994161972378,84,0.0400950055652434,1.40000000000001,0.365660409065394,-0.00522112049026638,0.315091251084973,0.0690592184831734,0.292343004347998,0.312770162659914,11,694,6,5.64609043205969,0.485383812166568,0.23559744511335,0.0860621681609771,0.0074066967885683,0.291983523995422,0.0852543782847851,0.0263398472022071,0.000693787550635618
"2","38","15",38,17,0.117947243456975,7,-0.151002984904898,-24.6,-1.114562317845,-0.225228738928681,-2.8370982696276,0.0474968978080702,-1.99696311040658,-1.01446666159326,7,701,7,7.43275779697405,-2.1578730109003,4.65641593117193,-0.705791029763703,0.498140977694909,-1.184431527229,1.40287804269403,-0.471505364346462,0.22231730860749
"2","39","21",39,13,0.966816499830425,98,-0.0452552985676423,-11.6,-0.127828033852479,-0.0465218279531832,-1.16037539532934,0.0552874557695616,-2.3738364983812,-1.06551423175685,5,706,7,5.18471230410737,0.919815676639794,0.846060878992323,0.230035476874555,0.0529163206209041,-0.367429342347953,0.135004321618249,-0.222582758572127,0.049543084413578
"2","40","20",40,30,0.900589091278955,59,0.0594292536137939,-5.4,0.446313685873221,-0.0373341158130833,0.561960677821457,0.0659389309386583,-0.199692424670587,-0.248753109139508,8,714,7,5.82943667656612,0.679699375367735,0.461991240875289,-0.171033025970413,0.0292522959725959,0.441359112680362,0.194797866345997,-0.103865823510522,0.0107881092935189
"2","41","18",41,29,0.823786252853518,22,0.0576057660981143,-1.3,0.430806497445882,-0.0502654176057762,0.56434691428596,0.0678465825771379,0.241418144225309,0.312770162659914,10,724,7,6.80693397488308,0.401240442831079,0.16099389296328,-0.55153391328487,0.304189657503322,0.427270924692379,0.18256044308748,-0.025359463227847,0.000643102375204525
"2","42","16",42,30,0.377464279124328,11,-0.0179783016846905,-20.6,-0.247398758099846,-0.189699065876362,-0.227878222336004,0.0587856574819453,0.747353470847257,-0.65713367044818,10,734,7,8.98885453221134,-1.21695939092822,1.48099015916838,-0.664655798702681,0.441767330749099,-0.15668840964053,0.0245512577156785,-0.394913793338974,0.155956904169378
"2","43","59",43,17,0.51054661145213,90,-0.0709892899671177,-10.3,-0.548803935962727,-0.0976979392573015,-1.35731705807348,0.0596945232295294,-1.493468228648,-0.86132395110251,7,741,7,6.39822304769415,-0.734451648255847,0.539419223625731,0.147765014752511,0.0218344995848097,-0.566249079472305,0.320638020003232,-0.197690497994694,0.0390815329973901
"2","44","60",44,33,0.754032963187231,74,-0.0456261538361867,-20.4,-0.459145381859771,-0.264516242665112,-0.466341394854693,0.0597798213093997,-0.900997642991585,-0.350848249466676,13,754,7,6.2867002247782,0.148340589393351,0.0220049304615668,-0.0167759094915788,0.000281431139269643,-0.370294554582565,0.1371180571535,-0.3910842147886,0.152946863056816
"2","45","63",45,26,0.979817819828587,129,0.0907553547336876,24.2,0.794525272315283,0.256509752465585,1.02976657410285,0.0816911920664935,0.850444111022863,-0.0956103986487543,9,763,7,6.95553950674449,0.966953696047377,0.934999450299683,0.548833517597479,0.301218230038422,0.683383254722902,0.467012672835666,0.462911801944886,0.214287336379861
"2","46","61",46,13,0.783162809366641,32,0.0245337247281376,2.4,0.198297134203549,0.071521265689905,0.560538097893942,0.0712097640120257,1.29212725990316,-0.248753109139509,5,768,7,8.46880948073637,0.253954731245028,0.0644930055217344,-0.448695835632314,0.20132795291378,0.171757721580074,0.0295007149223784,0.0454877399540789,0.0020691344861299
"2","47","57",47,5,0.224586788615542,18,0.0142839927404202,1.9,0.0955001199944772,0.028066003864457,1.01224422759566,0.0749628795263209,0.743767811794735,0.363817732823497,2,770,7,4.56066017177982,-1.77123711931306,3.13728093283244,-0.592669144345892,0.351256714659692,0.0925687225725364,0.00856896839871121,0.035913793578143,0.00128980056917346
"2","48","58",48,12,0.370974801979286,17,-0.0339346300790138,-14.9,-0.270464606739012,-0.159405781786274,-0.95729287272922,0.0499938052370021,0.0295117224308171,-0.197705538975923,6,776,7,7.97288587774345,-1.24048785570343,1.5388101201477,-0.602952952111148,0.363552262459548,-0.279966332897077,0.0783811475558371,-0.285770804653305,0.0816649527921972
"2","49","62",49,13,0.961979984373074,37,0.0341002956046002,-2.5,0.310348937013368,-0.0250459828110906,0.796438245620708,0.0656369561271633,0.203330118736981,-0.401895819630259,4,780,7,9.47183097910574,0.902280244889332,0.814109640317552,-0.397276796806036,0.157828853280464,0.245668646524214,0.0603530838850392,-0.0483369345300933,0.00233645923976653
"2","50","43",50,23,0.225570826838649,6,-0.0325283271250449,-13.1,-0.193024270846422,-0.134472980262239,-0.481948348118512,0.0603536447558002,-0.997108922784935,-0.606086100284595,8,788,7,6.86446323524733,-1.76766935751156,3.12465495748532,-0.716074837528959,0.512763172942125,-0.269101295317599,0.0724155071416094,-0.251304597699935,0.0631540008251263
"2","51","47",51,26,0.897154048373447,85,0.0794815676428688,-11,0.579753720228897,-0.0767361204289548,0.896327510538326,0.0624752406333026,1.31620082037056,-0.401895819630261,10,798,7,6.73175321832548,0.667245169243387,0.445216115878636,0.0963459759262327,0.00928254707717822,0.596282448983214,0.35555275896542,-0.211094022921004,0.0445606865129735
"2","52","45",52,8,0.80135835428907,29,0.0200204675647859,4.4,0.144425177924927,0.0346605694158478,0.801875657136347,0.077058775203135,0.787496432425462,0.108579882005578,3,801,8,7.24727816477657,0.31992510577671,0.102352073306239,-0.47954725892808,0.229965573545435,0.13688848622273,0.0187384576603504,0.0837835254578227,0.00701967913814162
"2","53","46",53,14,0.835210770426669,63,0.0129722672295962,4.1,0.094011162204995,0.0835181171141084,0.250840247494334,0.0727844977942475,-0.0612124919216868,-0.146657968812339,7,808,8,6.87875522460027,0.442661554776758,0.195949252077377,-0.12989779490939,0.016873437122322,0.0824343863480112,0.00679542805257318,0.0780391576322611,0.0060901101239529
