Subject,grid_id,pattern_id,click_id,positionx,positiony,underlying_LSC,underlying_intricacy,current_LSC,current_intricacy,avg_LSC,avg_intricacy,current_change_in_LSC,current_change_in_intricacy,avg_change_in_LSC,avg_change_in_intricacy,time_taken,change_in_pos,clicks_to_go,move_on
2,38,15,17,2,12,0.1179472434569747,7,-0.1510029849048978,-24.6,-0.0706581189550321,-12.135294117647058,-0.0101826268082499,-1.8999999999999984,-0.0094376865565561,-1.5375,0,9.433981132056603,0,1
2,39,21,13,10,15,0.9668164998304252,98,-0.0452552985676423,-11.6,-0.0075325681356466,-2.853846153846154,-0.0121665165666615,-2.0,-0.0037712748806368,-0.9666666666666668,1,4.242640687119285,0,1
2,40,20,30,8,8,0.9005890912789549,59,0.0594292536137939,-5.399999999999999,0.0291976974424661,-2.376666666666666,-0.0007216592252453,-0.3999999999999986,0.0020492846073722,-0.1862068965517241,1,6.0,0,1
2,41,18,29,2,23,0.8237862528535181,22,0.0576057660981143,-1.2999999999999972,0.0282056372424546,-3.0482758620689654,0.0016003798676783,0.7000000000000028,0.0020573487892183,-0.0464285714285713,0,10.04987562112089,0,1
2,42,16,30,25,25,0.377464279124328,11,-0.0179783016846905,-20.6,-0.0151820113063525,-10.29,0.0042636613434494,-1.2000000000000028,-0.0006199414374031,-0.710344827586207,0,24.020824298928627,0,1
2,43,59,17,9,3,0.5105466114521302,90,-0.0709892899671177,-10.299999999999995,-0.034464170831027,-5.511764705882353,-0.0075321920171345,-1.5999999999999943,-0.0044368306229448,-0.6437499999999998,1,7.810249675906654,0,1
2,44,60,33,23,24,0.7540329631872313,74,-0.0456261538361867,-20.4,-0.0287283352517479,-14.175757575757574,-0.0044133824525731,-0.6000000000000014,-0.0014258173073808,-0.6375,0,3.1622776601683795,0,1
2,45,63,26,7,5,0.9798178198285872,129,0.0907553547336875,24.200000000000003,0.05147426019339,12.884615384615383,0.0048063381992805,-0.0999999999999943,0.0036302141893475,968,1,3.1622776601683795,0,1
2,46,61,13,13,9,0.7831628093666413,32,0.0245337247281376,2.3999999999999986,0.013331033346105,3.276923076923077,0.0071313913961531,-0.4000000000000021,0.0020444770606781,0.1999999999999998,0,3.1622776601683795,0,1
2,47,57,5,16,13,0.224586788615542,18,0.0142839927404201,1.9000000000000004,0.0067546751007224,1.02,0.004244786165476,0.8000000000000007,0.003570998185105,0.4750000000000001,0,4.242640687119285,0,1
2,48,58,12,26,0,0.3709748019792861,17,-0.0339346300790137,-14.9,-0.0166576308567064,-8.716666666666667,0.000484888582398,-0.2999999999999971,-0.0030849663708194,-1.3545454545454545,0,5.830951894845301,0,1
2,49,62,13,25,21,0.961979984373074,37,0.0341002956046001,-2.5,0.0204994594233413,-1.7384615384615385,0.0013998816470677,-0.6999999999999993,0.0028416913003833,-0.2083333333333333,0,9.055385138137416,0,1
2,50,43,23,16,6,0.2255708268386491,6,-0.0325283271250449,-13.1,-0.0117034461910249,-7.421739130434783,-0.0049193194322961,-1.1000000000000014,-0.0014785603238656,-0.5954545454545456,0,5.0,0,1
2,51,47,26,24,15,0.8971540483734468,85,0.0794815676428688,-11.0,0.0377344188341428,-4.4230769230769225,0.0072581164226042,-0.7000000000000028,0.0031792627057147,-0.44,0,6.324555320336759,0,1
2,52,45,8,17,17,0.8013583542890702,29,0.0200204675647858,4.4,0.0098846172551935,1.3625,0.0044749769016407,0.3000000000000007,0.0028600667949694,0.6285714285714287,0,7.0,0,1
2,53,46,14,26,21,0.8352107704266692,63,0.0129722672295962,4.100000000000001,0.0066594201955948,3.9,7.309518879838883e-06,-0.1999999999999957,0.0009978667099689,0.3153846153846155,1,12.529964086141668,0,1
2,54,44,23,26,17,0.6744294655429091,36,0.0036649053757532,-13.299999999999995,-0.0025289098665843,-5.769565217391304,0.0045665313336817,-1.0999999999999943,0.0001665866079887,-0.6045454545454544,1,4.242640687119285,0,1
2,55,48,17,17,12,0.9085637425139398,12,0.0420244116907189,-25.1,0.017952331552695,-10.958823529411765,0.0060367017973463,-1.3999999999999986,0.0026265257306699,-1.56875,0,6.324555320336759,0,1
2,56,49,27,17,22,0.9417446189245124,131,0.0756255864332258,-12.9,0.0370721565239005,-7.222222222222222,0.0045065534903742,-1.7999999999999972,0.0029086764012779,-0.4961538461538461,0,7.615773105863909,0,1
2,57,64,21,17,16,0.0793894468859112,4,-0.1516625212275876,-25.200000000000003,-0.0674568990572274,-12.604761904761904,-0.0094981446269648,-0.7000000000000028,-0.0075831260613793,-1.2600000000000002,0,7.615773105863909,0,1
2,58,69,21,16,4,0.9021786191903493,86,0.0694503006404961,7.799999999999997,0.0281182189485262,4.142857142857143,0.004718626472802,1.099999999999998,0.0034725150320248,0.3899999999999998,0,5.0,0,1
2,59,66,25,22,18,0.714319788998292,186,-0.0200270719498857,36.6,-0.0071543084363916,21.464,-0.0024024421885054,0.8999999999999986,-0.0008344613312452,1.525,0,5.0,0,1
2,60,68,14,17,10,0.8624831416622412,147,0.0285103196236619,19.6,0.0154349043613979,11.057142857142855,0.0014726399593,2.0,0.0021931015095124,1.507692307692308,0,5.385164807134504,0,1
2,61,70,21,14,21,0.960681764435038,87,0.0254304910978099,-2.3999999999999986,0.0137196273146258,0.5714285714285713,0.0025145161504828,-1.2999999999999972,0.0012715245548904,-0.1199999999999999,0,8.06225774829855,0,1
2,62,65,19,15,23,0.4456277592261113,18,0.022518242381901,-1.7999999999999972,0.0038691642028052,-5.3052631578947365,-0.0002982788940875,0.6000000000000014,0.0012510134656611,-0.0999999999999998,0,8.54400374531753,0,1
2,63,67,14,12,13,0.8310435124812716,19,0.0384799324384468,8.8,0.0182895107653758,5.678571428571429,8.22800807782631e-05,0.6000000000000014,0.0029599948029574,0.676923076923077,0,3.0,0,1
2,64,7,21,16,17,0.970575943324718,106,0.0803393326494115,16.6,0.0415559803977324,4.938095238095239,-0.000873257538832,1.8999999999999984,0.0040169666324705,0.8300000000000001,0,5.656854249492381,0,1
2,65,1,29,19,13,0.1588315740704078,2,-0.1374549777373831,-48.5,-0.06747095755838,-24.765517241379307,-0.0077550294917975,-0.7000000000000028,-0.0049091063477636,-1.7321428571428572,0,2.0,0,1
2,66,5,11,5,8,0.8345115362844759,131,0.015221089546498,6.100000000000001,0.0114119160445622,3.0545454545454547,-0.0010794124189901,-0.5,0.0015221089546498,0.6100000000000001,0,5.830951894845301,0,1
3,1,86,34,24,13,0.5153611031101626,489,-0.1379439033766014,175.9,-0.0629850682538134,87.25294117647059,-0.0094308035962163,8.700000000000017,-0.0041801182841394,5.33030303030303,1,6.324555320336759,0,1
3,2,91,81,7,24,0.9722793871439692,120,0.3072333638320503,-54.1,0.158786784487017,-26.939506172839504,0.0016223492455827,2.5999999999999943,0.0038404170479006,-0.6762499999999999,0,4.0,0,0
3,3,87,18,25,24,0.7763934740203636,32,0.0520856914341503,-7.300000000000001,0.0283567647278527,-1.5444444444444445,0.0022419352717412,-1.0,0.0030638642020088,-0.4294117647058824,0,2.0,0,1
3,4,89,34,11,10,0.8996233260850948,102,0.0493348128417717,16.6,0.0255114366554606,6.55,0.0031771471188282,1.0,0.0014949943285385,0.503030303030303,1,20.615528128088304,0,1
3,5,88,18,1,19,0.8573276323656119,39,0.0466014687303302,9.0,0.0195816624240351,2.4833333333333334,0.0127189007989654,1.3999999999999986,0.00274126286649,0.5294117647058824,0,4.0,0,1
3,6,85,81,12,25,0.211232953257335,5,-0.4546820223892929,-34.0,-0.2223010137999372,-21.469135802469136,-0.0081565451107137,0.1000000000000014,-0.0056835252798661,-425,0,1.0,0,0
3,7,90,15,14,18,0.946626538265491,63,0.0748976489670636,8.299999999999997,0.0365760530926552,3.2466666666666666,0.0031378712794906,-0.1000000000000014,0.0053498320690759,0.5928571428571426,0,3.1622776601683795,0,1
3,8,47,18,21,8,0.8971540483734468,85,0.0486889912654188,8.600000000000001,0.0128233905293544,4.616666666666666,0.0051898383596681,1.6000000000000014,0.0028640583097305,0.5058823529411766,0,2.23606797749979,0,1
3,9,44,22,14,12,0.6744294655429091,36,-0.0101186723551731,-10.4,-0.0063212246275577,-5.718181818181818,-0.0054861260580507,-1.1000000000000014,-0.0004818415407225,-0.4952380952380951,0,11.04536101718726,0,1
3,10,49,36,22,18,0.9417446189245124,131,0.0648936408486839,39.3,0.0262468535112758,14.27222222222222,0.0026459749025216,1.5999999999999943,0.0018541040242481,1.1228571428571428,0,10.04987562112089,0,1
3,11,46,13,18,25,0.8352107704266692,63,0.0480093581937719,7.699999999999999,0.0251823862002296,4.861538461538462,0.0040294510361474,0.5,0.0040007798494809,0.6416666666666666,1,8.246211251235321,0,1
3,12,45,81,13,18,0.8013583542890702,29,0.0503682110018544,-48.8,-0.0005002370831769,-24.225925925925925,0.0041417142015638,0.9000000000000057,0.0006296026375231,-0.61,0,2.0,0,0
3,13,48,74,5,3,0.9085637425139398,12,0.2267067390676311,-49.3,0.1161151530805998,-26.012162162162163,-0.0038188876014521,-1.3999999999999917,0.0031055717680497,-0.6753424657534246,1,3.0,0,1
3,14,43,36,23,25,0.2255708268386491,6,-0.1818085477345792,-60.1,-0.0811186956586406,-29.47222222222221,-0.0075959903509834,-1.6999999999999886,-0.0051945299352736,-1.717142857142857,0,16.1245154965971,0,1
3,15,72,39,1,5,0.347287799177756,2,-0.1563595722139921,-37.3,-0.0715676740470256,-17.535897435897436,-0.0043624927304414,-1.5,-0.0041147255845787,-0.981578947368421,0,18.0,0,1
3,16,77,8,8,18,0.9804606443733836,118,0.0178929770754728,2.0,0.005727954232097,0.2625,0.0041807938009104,0.1999999999999993,0.0025561395822104,0.2857142857142857,0,11.04536101718726,0,1
3,17,73,81,2,10,0.586131803873728,40,-0.1768997094898351,-41.400000000000006,-0.0886110359829848,-27.85555555555555,-0.0049093152123638,0.1999999999999886,-0.0022112463686229,-0.5175000000000001,1,7.280109889280518,0,0
3,18,74,81,22,7,0.8134343165694118,62,0.0480598670474125,-4.099999999999994,0.0353823571872985,3.7148148148148143,0.006808192183613,0.7000000000000028,0.0006007483380926,-0.0512499999999999,0,3.0,0,0
3,19,75,32,16,23,0.916858816679865,28,0.051809349491407,-37.6,0.0114414496609119,-21.415625,0.0019510055770959,-1.3999999999999986,0.0016712693384324,-1.2129032258064516,1,20.0,0,1
3,20,76,21,2,13,0.9633856455933564,64,0.0390880196881003,3.2,0.0238958446728641,5.719047619047619,0.0038726072258477,0.8999999999999986,0.001954400984405,0.1599999999999999,0,1.0,0,1
3,21,71,62,2,6,0.1902742785833433,15,-0.402723847631724,-86.0,-0.1951585303092084,-46.49516129032258,-0.0093810797879128,-1.5,-0.0066020302890446,-1.4098360655737705,1,2.0,0,1
3,22,93,44,5,17,0.7266153533971146,106,-0.0379373590509026,-23.599999999999994,-0.0194536147485682,-8.884090909090908,-0.0042824961089005,-3.3999999999999915,-0.0008822641639744,-0.5488372093023255,0,6.0,0,1
3,23,95,5,19,15,0.8915946922244556,36,0.0064182636458706,-3.5,0.0013477750011453,-1.86,0.0070208836940743,-0.5,0.0016045659114676,-875,1,5.830951894845301,0,1
3,24,97,4,16,12,0.9479751547424754,47,0.0106678459735586,4.0,0.0046286775931878,2.025,0.0026088941406441,-0.7000000000000002,0.0035559486578528,1.3333333333333337,5,3.605551275463989,0,1
3,25,92,6,20,17,0.4331344620558702,14,0.0072329016839995,-1.3000000000000007,0.0003461554934766,-1.3500000000000003,0.0045535822479967,1.0999999999999996,0.0014465803367999,-0.2600000000000001,0,8.246211251235321,0,1
3,26,96,3,11,9,0.9217867638198928,45,0.0041363368326947,0.7999999999999998,0.0018599789130401,0.3999999999999999,0.0026927369262691,0.3999999999999999,0.0020681684163473,0.3999999999999999,1,8.602325267042627,0,1
3,27,94,6,10,14,0.8253869309445139,41,-0.0004090833923641,9.1,-0.0048956433211289,2.833333333333333,0.0166756096139177,6.699999999999999,-8.181667847282914e-05,1.82,1,6.324555320336759,0,1
3,28,98,6,24,12,0.9724226038193264,146,0.0139500748146576,14.9,0.008085115646368,7.416666666666667,-0.0001879148431192,3.0,0.0027900149629315,2.9800000000000004,1,3.0,0,1
3,29,31,6,5,15,0.4102956940145065,13,-0.037633983763832,-8.5,-0.0173762412079513,-4.316666666666666,-0.0078372668041113,-1.5,-0.0075267967527664,-1.7,0,4.47213595499958,0,1
3,30,33,4,17,11,0.8795074704481886,45,0.0074944464789292,-2.5,0.0041789240471946,-1.275,0.0001991269864758,-0.7000000000000002,0.0024981488263097,-0.8333333333333334,1,7.280109889280518,0,1
3,31,30,3,18,18,0.3726122402818334,114,-0.0045340700438744,12.0,-0.0015851754184165,5.833333333333333,-0.0043126138324992,6.5,-0.0022670350219372,6.0,0,8.246211251235321,0,1
3,32,29,43,2,6,0.2562120544062412,29,-0.1508087912374398,-62.400000000000006,-0.0830569016044104,-31.72790697674419,0.0020020157334339,0.5999999999999943,-0.0035906855056533,-1.4857142857142858,0,16.1245154965971,0,1
3,33,32,5,11,12,0.7861743337667199,48,0.0084867542454798,-4.699999999999999,0.0027164360625101,-2.72,0.0054081113668622,-0.5,0.0021216885613699,-1.1749999999999998,4,10.816653826391969,0,1
3,34,34,3,20,15,0.9297137410864044,113,0.0037327559683108,-0.5,0.0022264478871828,-0.4333333333333333,0.0007861682750729,0.2999999999999998,0.0018663779841554,-0.25,0,5.0,0,1
3,35,35,7,12,1,0.9729319506742444,90,0.0121797907881491,3.1000000000000014,0.0072464037205124,1.7857142857142858,-1.2569917759719385e-05,-0.8999999999999986,0.0020299651313581,0.5166666666666669,1,6.324555320336759,0,1
3,36,21,3,20,6,0.9668164998304252,98,0.004654081166441,0.7000000000000002,0.0005758323387329,-0.2666666666666666,0.0075806653166832,2.2,0.0023270405832205,0.3500000000000001,0,4.47213595499958,0,1
